source_region,target_region,image_idx,wav_hf_ratio,fda_hf_ratio,wav_edge_sim,fda_edge_sim,wav_LH_corr,wav_HL_corr,wav_HH_corr,fda_LH_corr,fda_HL_corr,fda_HH_corr
Mengdong Township,Hokkaido Iburi-Tobu,2,1.000000,0.996438,0.956356,0.997770,1.000000,1.000000,1.000000,0.998819,0.999646,0.998716
Mengdong Township,Hokkaido Iburi-Tobu,3,1.000000,0.991952,0.965553,0.999014,1.000000,1.000000,1.000000,0.999274,0.999405,0.997779
Mengdong Township,Hokkaido Iburi-Tobu,4,1.000000,0.986497,0.969751,0.982580,1.000000,1.000000,1.000000,0.994222,0.997994,0.995666
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,0,0.999938,0.985878,0.962935,0.995123,1.000000,1.000000,0.999999,0.998470,0.997987,0.998875
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,1,1.000000,0.989350,0.933656,0.978151,1.000000,1.000000,1.000000,0.998596,0.998889,0.998866
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,2,1.000000,0.986724,0.970712,0.963181,1.000000,1.000000,1.000000,0.997166,0.996463,0.996333
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,3,1.000000,0.997380,0.946760,0.980144,1.000000,1.000000,1.000000,0.999673,0.999379,0.999822
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,4,1.000000,0.997735,0.929153,0.954076,1.000000,1.000000,1.000000,0.999426,0.999307,0.999881
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,0,0.999891,0.983339,0.934010,0.949085,0.999999,0.999999,0.999998,0.997603,0.997504,0.997492
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,1,0.994712,0.965351,0.974780,0.990443,0.999919,0.999933,0.999872,0.996511,0.995564,0.997058
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,2,0.997086,0.981623,0.962537,0.982678,0.999955,0.999961,0.999940,0.998512,0.997028,0.998841
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,3,0.998556,0.978962,0.955637,0.988777,0.999974,0.999978,0.999970,0.998637,0.997509,0.998812
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,4,0.993698,0.974698,0.971321,0.984725,0.999868,0.999898,0.999842,0.997098,0.995555,0.997671
Moxitaidi (SAT),Hokkaido Iburi-Tobu,0,1.000000,0.995640,0.960107,0.992351,1.000000,1.000000,1.000000,0.999089,0.997033,0.998999
Moxitaidi (SAT),Hokkaido Iburi-Tobu,1,1.000000,0.994822,0.952974,0.995006,1.000000,1.000000,1.000000,0.999364,0.998802,0.999142
Moxitaidi (SAT),Hokkaido Iburi-Tobu,2,1.000000,0.998146,0.966257,0.994395,1.000000,1.000000,1.000000,0.999388,0.999233,0.999947
Moxitaidi (SAT),Hokkaido Iburi-Tobu,3,1.000000,0.998145,0.947266,0.987428,1.000000,1.000000,1.000000,0.999482,0.999534,0.999827
Moxitaidi (SAT),Hokkaido Iburi-Tobu,4,1.000000,0.978635,0.975077,0.981874,1.000000,1.000000,1.000000,0.995613,0.996481,0.993513
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,0,1.000000,1.002247,0.920153,0.956251,1.000000,1.000000,1.000000,0.999116,0.999573,0.999999
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,1,1.000000,0.994907,0.956505,0.989296,1.000000,1.000000,1.000000,0.998179,0.998569,0.999976
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,2,0.979465,0.970401,0.953887,0.961566,0.999602,0.999606,0.999069,0.996844,0.997441,0.997872
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,3,0.923931,0.938807,0.957416,0.936863,0.998662,0.998929,0.998591,0.993178,0.992243,0.997933
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,4,1.000000,0.997892,0.960156,0.990955,1.000000,1.000000,1.000000,0.996970,0.999160,0.999997
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,0,0.956975,0.966160,0.977152,0.983119,0.999295,0.999341,0.998941,0.993598,0.993245,0.997428
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,1,0.951862,0.960292,0.970906,0.976436,0.999042,0.999340,0.998649,0.994580,0.993197,0.998312
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,2,1.000000,0.997018,0.959361,0.990895,1.000000,1.000000,1.000000,0.998016,0.999682,0.999992
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,3,1.000000,0.995188,0.970507,0.995217,1.000000,1.000000,1.000000,0.999412,0.999414,0.999719
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,4,1.000000,0.996862,0.949827,0.989272,1.000000,1.000000,1.000000,0.999131,0.998383,0.999576
palu,Hokkaido Iburi-Tobu,0,0.999983,0.995808,0.958053,0.991621,1.000000,1.000000,1.000000,0.998166,0.999306,0.999652
palu,Hokkaido Iburi-Tobu,1,1.000000,0.982973,0.965437,0.986616,1.000000,1.000000,1.000000,0.991583,0.994398,0.996512
palu,Hokkaido Iburi-Tobu,2,1.000000,0.994998,0.926384,0.962485,1.000000,1.000000,1.000000,0.999224,0.998502,0.998502
palu,Hokkaido Iburi-Tobu,3,1.000000,0.992699,0.931408,0.961598,1.000000,1.000000,1.000000,0.998899,0.997997,0.997972
palu,Hokkaido Iburi-Tobu,4,1.000000,0.992935,0.941679,0.982297,1.000000,1.000000,1.000000,0.999216,0.998825,0.997951
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,0,1.000000,0.990100,0.942713,0.982079,1.000000,1.000000,1.000000,0.997220,0.997909,0.996899
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,1,1.000000,0.981643,0.974969,0.959968,1.000000,1.000000,1.000000,0.965188,0.988305,0.980583
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,2,1.000000,0.953962,0.961237,0.977436,1.000000,1.000000,1.000000,0.974218,0.990697,0.990649
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,3,1.000000,0.957838,0.946827,0.954318,1.000000,1.000000,1.000000,0.988778,0.985972,0.984479
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,4,1.000000,0.955930,0.951254,0.975812,1.000000,1.000000,1.000000,0.985354,0.988396,0.997998
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,0,1.000000,0.997755,0.949084,0.994155,1.000000,1.000000,1.000000,0.999141,0.999796,0.999720
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,1,1.000000,0.986114,0.965069,0.995339,1.000000,1.000000,1.000000,0.997343,0.998097,0.996492
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,2,1.000000,0.986788,0.962056,0.992339,1.000000,1.000000,1.000000,0.995727,0.997892,0.996238
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,3,1.000000,0.995218,0.952146,0.989107,1.000000,1.000000,1.000000,0.998844,0.999424,0.998844
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,4,1.000000,0.997211,0.950253,0.995259,1.000000,1.000000,1.000000,0.999347,0.999438,0.999344
Wenchuan,Hokkaido Iburi-Tobu,0,1.000000,0.983342,0.939798,0.970397,1.000000,1.000000,1.000000,0.996058,0.994929,0.985887
Wenchuan,Hokkaido Iburi-Tobu,1,1.000000,0.980081,0.843847,0.828157,1.000000,1.000000,1.000000,0.990009,0.991779,0.970956
Wenchuan,Hokkaido Iburi-Tobu,2,1.000000,0.981449,0.894834,0.920709,1.000000,1.000000,1.000000,0.992701,0.992198,0.964340
Wenchuan,Hokkaido Iburi-Tobu,3,1.000000,0.986490,0.895615,0.891460,1.000000,1.000000,1.000000,0.996204,0.993706,0.983028
Wenchuan,Hokkaido Iburi-Tobu,4,1.000000,0.978430,0.936084,0.965671,1.000000,1.000000,1.000000,0.994402,0.996059,0.976404
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),0,0.999793,0.915800,0.952875,0.968870,0.999998,0.999997,0.999994,0.985975,0.982200,0.972624
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),1,0.998020,0.595581,0.985225,0.882011,0.999973,0.999951,0.999890,0.876717,0.894652,0.832686
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),2,0.996421,0.717211,0.967882,0.906078,0.999954,0.999940,0.999817,0.936335,0.937992,0.874738
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),3,0.999771,0.904108,0.954912,0.968013,0.999998,0.999996,0.999993,0.981869,0.977079,0.967628
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),4,0.999653,0.899533,0.955967,0.959086,0.999996,0.999994,0.999986,0.983247,0.979985,0.966874
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),0,0.999689,0.983073,0.946906,0.972301,0.999993,0.999994,0.999984,0.995320,0.995943,0.996003
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.966847,0.931649,0.933591,1.000000,1.000000,1.000000,0.985574,0.985689,0.986253
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),2,0.999998,0.981130,0.948193,0.981500,1.000000,1.000000,1.000000,0.994014,0.994388,0.993117
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),3,1.000000,0.977303,0.953947,0.984094,1.000000,1.000000,1.000000,0.993993,0.993843,0.992427
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.944693,0.980226,0.964847,1.000000,1.000000,1.000000,0.976978,0.979012,0.980017
Lombok,Jiuzhai valley (UAV-0.2m),0,1.000000,0.979769,0.946422,0.987488,1.000000,1.000000,1.000000,0.995588,0.993681,0.992425
Lombok,Jiuzhai valley (UAV-0.2m),1,1.000000,0.973142,0.958342,0.986041,1.000000,1.000000,1.000000,0.993587,0.992631,0.990045
Lombok,Jiuzhai valley (UAV-0.2m),2,0.999797,0.917918,0.969666,0.973101,0.999998,0.999999,0.999995,0.981964,0.987961,0.973472
Lombok,Jiuzhai valley (UAV-0.2m),3,1.000000,0.948078,0.984078,0.906332,1.000000,1.000000,1.000000,0.977842,0.980566,0.974498
Lombok,Jiuzhai valley (UAV-0.2m),4,0.999803,0.880936,0.960254,0.948305,0.999998,0.999998,0.999995,0.980800,0.980905,0.967209
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),0,1.000000,0.951642,0.973119,0.947620,1.000000,1.000000,1.000000,0.934211,0.927289,0.913319
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),1,1.000000,0.991750,0.983276,0.948574,1.000000,1.000000,1.000000,0.927293,0.917510,0.953511
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,0.960131,0.972966,0.961687,1.000000,1.000000,1.000000,0.947270,0.949112,0.923611
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),3,1.000000,0.912356,0.975648,0.930126,1.000000,1.000000,1.000000,0.928367,0.930225,0.901476
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),4,1.000000,0.922453,0.968270,0.916943,1.000000,1.000000,1.000000,0.928436,0.934905,0.874077
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),0,0.999999,0.958263,0.968674,0.949812,1.000000,1.000000,1.000000,0.988794,0.989745,0.985838
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),1,1.000000,0.987993,0.982610,0.930800,1.000000,1.000000,1.000000,0.997223,0.996651,0.996922
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),2,1.000000,0.995314,0.975016,0.967356,1.000000,1.000000,1.000000,0.997966,0.997918,0.998591
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),3,1.000000,0.994339,0.976199,0.935981,1.000000,1.000000,1.000000,0.997702,0.997041,0.997709
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),4,1.000000,1.000972,0.977794,0.971589,1.000000,1.000000,1.000000,0.998898,0.998584,0.999660
Mengdong Township,Jiuzhai valley (UAV-0.2m),0,0.999933,0.808160,0.966412,0.928211,0.999999,1.000000,0.999995,0.951330,0.950114,0.859803
Mengdong Township,Jiuzhai valley (UAV-0.2m),1,0.999993,0.910326,0.968695,0.965495,1.000000,1.000000,1.000000,0.976229,0.979869,0.928953
Mengdong Township,Jiuzhai valley (UAV-0.2m),2,0.999968,0.908973,0.964091,0.975240,1.000000,1.000000,0.999997,0.980237,0.981884,0.930905
Mengdong Township,Jiuzhai valley (UAV-0.2m),3,0.999923,0.775727,0.972569,0.933375,0.999999,1.000000,0.999995,0.950981,0.941075,0.855020
Mengdong Township,Jiuzhai valley (UAV-0.2m),4,1.000000,0.857177,0.977262,0.926485,1.000000,1.000000,1.000000,0.961971,0.964366,0.894473
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),0,0.999907,0.963237,0.968031,0.989561,0.999999,0.999999,0.999998,0.994631,0.994716,0.992352
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),1,0.999969,0.970923,0.945967,0.983282,1.000000,1.000000,1.000000,0.994704,0.994656,0.994667
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.910556,0.971448,0.862262,1.000000,1.000000,1.000000,0.976594,0.973402,0.970848
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),3,0.999996,0.992821,0.957216,0.993498,1.000000,1.000000,1.000000,0.999159,0.998995,0.998928
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.991501,0.952693,0.990052,1.000000,1.000000,1.000000,0.998221,0.998384,0.998069
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.999652,0.972612,0.948411,0.970059,0.999993,0.999993,0.999992,0.995535,0.995346,0.995510
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.991066,0.887887,0.977789,0.973663,0.999787,0.999814,0.999694,0.979523,0.981010,0.974664
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),2,0.996578,0.976075,0.971032,0.988738,0.999924,0.999928,0.999898,0.996779,0.996280,0.996655
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.998278,0.970962,0.960109,0.995543,0.999955,0.999959,0.999949,0.997560,0.997699,0.997457
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),4,0.990135,0.924511,0.976029,0.974210,0.999753,0.999710,0.999703,0.987523,0.986811,0.987367
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),0,0.999985,0.902339,0.969384,0.948043,1.000000,1.000000,0.999999,0.970992,0.977381,0.966594
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),1,0.999987,0.885192,0.960190,0.952057,1.000000,1.000000,1.000000,0.971508,0.976183,0.968206
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,0.959266,0.976845,0.986319,1.000000,1.000000,1.000000,0.989366,0.991761,0.987567
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),3,0.999984,0.931365,0.959135,0.975227,1.000000,1.000000,1.000000,0.983252,0.985097,0.974391
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),4,0.999928,0.839040,0.981340,0.875483,0.999999,0.999999,0.999998,0.947717,0.953093,0.929293
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),0,1.000000,0.984985,0.951205,0.981863,1.000000,1.000000,1.000000,0.989289,0.992892,0.991385
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.978349,0.969974,0.984628,1.000000,1.000000,1.000000,0.993870,0.994128,0.991735
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),2,0.979649,0.990885,0.970725,0.992346,0.999297,0.999435,0.998561,0.998937,0.999194,0.999568
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),3,0.916794,0.952252,0.975151,0.973164,0.997383,0.997843,0.996308,0.995508,0.994817,0.998855
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.990414,0.974178,0.977641,1.000000,1.000000,1.000000,0.996211,0.996464,0.995021
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.977183,0.849732,0.983010,0.968388,0.999571,0.999458,0.999226,0.978852,0.976489,0.979704
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.948911,0.907401,0.980157,0.981401,0.998640,0.998708,0.997682,0.988966,0.989296,0.992074
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.980473,0.971072,0.962120,1.000000,1.000000,1.000000,0.994233,0.994333,0.992103
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.999994,0.970869,0.975372,0.975887,1.000000,1.000000,1.000000,0.994347,0.994240,0.992350
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.981605,0.963359,0.990743,1.000000,1.000000,1.000000,0.996238,0.995818,0.994008
palu,Jiuzhai valley (UAV-0.2m),0,0.999910,0.944366,0.966335,0.979033,0.999999,0.999999,0.999996,0.990678,0.992260,0.984226
palu,Jiuzhai valley (UAV-0.2m),1,1.000000,0.816164,0.974611,0.928009,1.000000,1.000000,1.000000,0.946335,0.948138,0.925719
palu,Jiuzhai valley (UAV-0.2m),2,0.999921,0.972450,0.942255,0.978382,0.999999,0.999999,0.999997,0.995460,0.993528,0.990886
palu,Jiuzhai valley (UAV-0.2m),3,0.999996,0.981852,0.945995,0.977763,1.000000,1.000000,1.000000,0.997259,0.995889,0.995034
palu,Jiuzhai valley (UAV-0.2m),4,0.999982,0.954347,0.954588,0.986439,1.000000,1.000000,1.000000,0.991956,0.990802,0.984743
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),0,1.000000,0.865067,0.968179,0.954510,1.000000,1.000000,1.000000,0.957505,0.956069,0.880977
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),1,1.000000,0.904643,0.987257,0.953920,1.000000,1.000000,1.000000,0.956828,0.966538,0.915853
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),2,1.000000,0.883711,0.979427,0.964735,1.000000,1.000000,1.000000,0.951360,0.972852,0.896743
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),3,1.000000,0.933148,0.971867,0.971677,1.000000,1.000000,1.000000,0.986757,0.980341,0.958975
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),4,1.000000,0.841672,0.973828,0.960738,1.000000,1.000000,1.000000,0.953695,0.956253,0.877541
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),0,0.999965,0.921113,0.960197,0.974461,1.000000,1.000000,0.999999,0.985547,0.981206,0.969743
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),1,0.999726,0.908598,0.971129,0.969826,0.999994,0.999997,0.999980,0.978567,0.978694,0.956667
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),2,0.999895,0.937452,0.970255,0.972749,0.999998,0.999999,0.999992,0.985000,0.987853,0.972763
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),3,0.999977,0.958948,0.964811,0.985627,1.000000,1.000000,1.000000,0.989905,0.990300,0.984927
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),4,0.999993,0.960089,0.963316,0.980902,1.000000,1.000000,1.000000,0.990147,0.990625,0.982161
Wenchuan,Jiuzhai valley (UAV-0.2m),0,1.000000,0.996082,0.966492,0.996815,1.000000,1.000000,1.000000,0.997795,0.998225,0.993293
Wenchuan,Jiuzhai valley (UAV-0.2m),1,1.000000,0.994208,0.912526,0.918718,1.000000,1.000000,1.000000,0.981676,0.988970,0.977445
Wenchuan,Jiuzhai valley (UAV-0.2m),2,1.000000,0.997802,0.940834,0.983207,1.000000,1.000000,1.000000,0.989674,0.992895,0.979020
Wenchuan,Jiuzhai valley (UAV-0.2m),3,1.000000,0.973441,0.941090,0.937361,1.000000,1.000000,1.000000,0.989129,0.985127,0.965435
Wenchuan,Jiuzhai valley (UAV-0.2m),4,1.000000,0.990407,0.962878,0.995685,1.000000,1.000000,1.000000,0.997022,0.997294,0.989592
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),0,0.999573,0.908357,0.953134,0.967099,0.999996,0.999993,0.999985,0.985598,0.981610,0.970489
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),1,0.996788,0.601182,0.985237,0.876473,0.999955,0.999918,0.999819,0.886273,0.899705,0.842925
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),2,0.994732,0.685052,0.967998,0.889764,0.999929,0.999907,0.999714,0.927822,0.928897,0.856744
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),3,0.999609,0.896835,0.955112,0.966893,0.999996,0.999992,0.999985,0.981991,0.976702,0.965633
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),4,0.999392,0.891308,0.956089,0.954587,0.999992,0.999987,0.999970,0.982907,0.979248,0.964866
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),0,0.999990,0.987892,0.961455,0.990351,1.000000,1.000000,1.000000,0.997335,0.997508,0.995788
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),1,1.000000,0.944305,0.979163,0.932717,1.000000,1.000000,1.000000,0.978439,0.979569,0.976816
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),2,1.000000,0.951193,0.977379,0.967408,1.000000,1.000000,1.000000,0.988900,0.987849,0.978915
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),3,1.000000,1.000357,0.933551,0.958293,1.000000,1.000000,1.000000,0.996219,0.996560,0.996873
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),4,1.000000,0.982833,0.943385,0.968698,1.000000,1.000000,1.000000,0.993166,0.993261,0.986497
Lombok,Jiuzhai valley (UAV-0.5m),0,1.000000,0.977953,0.948028,0.990376,1.000000,1.000000,1.000000,0.996588,0.995055,0.993569
Lombok,Jiuzhai valley (UAV-0.5m),1,0.999998,0.976240,0.959509,0.992176,1.000000,1.000000,1.000000,0.995427,0.994644,0.991672
Lombok,Jiuzhai valley (UAV-0.5m),2,0.999277,0.903603,0.969798,0.967332,0.999990,0.999993,0.999974,0.979938,0.985966,0.968689
Lombok,Jiuzhai valley (UAV-0.5m),3,1.000000,0.946843,0.984489,0.898954,1.000000,1.000000,1.000000,0.979617,0.981123,0.975121
Lombok,Jiuzhai valley (UAV-0.5m),4,0.999427,0.863709,0.959992,0.942933,0.999992,0.999994,0.999983,0.978288,0.978386,0.962326
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),0,1.000000,0.937583,0.973171,0.959423,1.000000,1.000000,1.000000,0.948748,0.942009,0.912384
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),1,1.000000,0.975084,0.982822,0.959988,1.000000,1.000000,1.000000,0.946640,0.936259,0.958234
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),2,1.000000,0.943318,0.972716,0.969930,1.000000,1.000000,1.000000,0.955858,0.957654,0.913493
