source_region,target_region,image_idx,wav_hf_ratio,fda_hf_ratio,wav_edge_sim,fda_edge_sim,wav_LH_corr,wav_HL_corr,wav_HH_corr,fda_LH_corr,fda_HL_corr,fda_HH_corr
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),0,0.999689,0.718630,0.946906,0.712270,0.999993,0.999994,0.999984,0.855083,0.859372,0.948481
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.782355,0.931649,0.743904,1.000000,1.000000,1.000000,0.867867,0.868928,0.947666
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),2,0.999998,0.681695,0.948193,0.765907,1.000000,1.000000,1.000000,0.855341,0.847818,0.946756
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),3,1.000000,0.659116,0.953947,0.804756,1.000000,1.000000,1.000000,0.852821,0.846829,0.936260
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),4,1.000000,1.051196,0.980226,0.902891,1.000000,1.000000,1.000000,0.829802,0.866691,0.958360
Lombok,Jiuzhai valley (UAV-0.2m),0,1.000000,0.847211,0.946422,0.837919,1.000000,1.000000,1.000000,0.896339,0.885548,0.948565
Lombok,Jiuzhai valley (UAV-0.2m),1,1.000000,0.674476,0.958342,0.816858,1.000000,1.000000,1.000000,0.888583,0.893380,0.941387
Lombok,Jiuzhai valley (UAV-0.2m),2,0.999797,0.622462,0.969666,0.831470,0.999998,0.999999,0.999995,0.877704,0.878235,0.938237
Lombok,Jiuzhai valley (UAV-0.2m),3,1.000000,0.846282,0.984078,0.808148,1.000000,1.000000,1.000000,0.879480,0.831889,0.936373
Lombok,Jiuzhai valley (UAV-0.2m),4,0.999803,0.671578,0.960254,0.759277,0.999998,0.999998,0.999995,0.888417,0.896399,0.944511
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),0,1.000000,5.117284,0.973119,0.770552,1.000000,1.000000,1.000000,0.588838,0.598686,0.455739
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),1,1.000000,7.463638,0.983276,0.773522,1.000000,1.000000,1.000000,0.570823,0.594747,0.456343
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,4.123742,0.972966,0.801767,1.000000,1.000000,1.000000,0.580972,0.612443,0.451716
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),3,1.000000,4.310943,0.975648,0.736928,1.000000,1.000000,1.000000,0.580947,0.598964,0.453889
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),4,1.000000,3.349601,0.968270,0.753864,1.000000,1.000000,1.000000,0.584050,0.615844,0.448629
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),0,0.999999,0.749715,0.968674,0.849450,1.000000,1.000000,1.000000,0.905449,0.907297,0.967038
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),1,1.000000,0.943293,0.982610,0.829007,1.000000,1.000000,1.000000,0.915164,0.907064,0.979074
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),2,1.000000,0.939123,0.975016,0.850983,1.000000,1.000000,1.000000,0.911522,0.907323,0.982368
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),3,1.000000,0.918911,0.976199,0.826699,1.000000,1.000000,1.000000,0.915627,0.907296,0.978845
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),4,1.000000,0.969607,0.977794,0.838735,1.000000,1.000000,1.000000,0.905876,0.900771,0.984823
Mengdong Township,Jiuzhai valley (UAV-0.2m),0,0.999933,0.283162,0.966412,0.722899,0.999999,1.000000,0.999995,0.802212,0.764521,0.783751
Mengdong Township,Jiuzhai valley (UAV-0.2m),1,0.999993,0.331869,0.968695,0.763233,1.000000,1.000000,1.000000,0.814328,0.777574,0.827345
Mengdong Township,Jiuzhai valley (UAV-0.2m),2,0.999968,0.279703,0.964091,0.719810,1.000000,1.000000,0.999997,0.809810,0.753742,0.828763
Mengdong Township,Jiuzhai valley (UAV-0.2m),3,0.999923,0.314918,0.972569,0.705677,0.999999,1.000000,0.999995,0.773678,0.726527,0.750681
Mengdong Township,Jiuzhai valley (UAV-0.2m),4,1.000000,0.401637,0.977262,0.824802,1.000000,1.000000,1.000000,0.823298,0.806660,0.823053
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),0,0.999907,0.739178,0.968031,0.838976,0.999999,0.999999,0.999998,0.911526,0.901726,0.976345
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),1,0.999969,0.805629,0.945967,0.777392,1.000000,1.000000,1.000000,0.931112,0.929244,0.978096
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.751432,0.971448,0.755856,1.000000,1.000000,1.000000,0.910419,0.902578,0.955343
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),3,0.999996,0.833027,0.957216,0.842703,1.000000,1.000000,1.000000,0.939431,0.938176,0.983452
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.872307,0.952693,0.883417,1.000000,1.000000,1.000000,0.926660,0.929810,0.977741
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.999652,0.844088,0.948411,0.800084,0.999993,0.999993,0.999992,0.941866,0.942534,0.981445
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.991066,0.735020,0.977789,0.846137,0.999787,0.999814,0.999694,0.890055,0.871484,0.975859
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),2,0.996578,0.831660,0.971032,0.852212,0.999924,0.999928,0.999898,0.938351,0.907734,0.984618
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.998278,0.803798,0.960109,0.773113,0.999955,0.999959,0.999949,0.934888,0.912761,0.982122
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),4,0.990135,0.795858,0.976029,0.844415,0.999753,0.999710,0.999703,0.928483,0.883430,0.979501
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),0,0.999985,0.527863,0.969384,0.828810,1.000000,1.000000,0.999999,0.848343,0.836403,0.917374
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),1,0.999987,0.510175,0.960190,0.746928,1.000000,1.000000,1.000000,0.831693,0.834535,0.931028
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,0.764649,0.976845,0.906352,1.000000,1.000000,1.000000,0.899238,0.903787,0.957885
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),3,0.999984,0.513788,0.959135,0.788594,1.000000,1.000000,1.000000,0.854147,0.866945,0.917362
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),4,0.999928,0.612663,0.981340,0.817021,0.999999,0.999999,0.999998,0.856234,0.865927,0.897721
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),0,1.000000,1.066000,0.951205,0.855199,1.000000,1.000000,1.000000,0.866437,0.883534,0.946636
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.633246,0.969974,0.884207,1.000000,1.000000,1.000000,0.884825,0.882577,0.939555
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),2,0.979649,0.749375,0.970725,0.865394,0.999297,0.999435,0.998561,0.861209,0.885895,0.959039
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),3,0.916794,0.810802,0.975151,0.786282,0.997383,0.997843,0.996308,0.807493,0.800358,0.952202
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.852512,0.974178,0.889060,1.000000,1.000000,1.000000,0.874901,0.881713,0.942571
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.977183,0.621220,0.983010,0.846262,0.999571,0.999458,0.999226,0.820611,0.828804,0.941544
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.948911,0.693944,0.980157,0.825195,0.998640,0.998708,0.997682,0.843589,0.802693,0.955626
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.724892,0.971072,0.867535,1.000000,1.000000,1.000000,0.894959,0.892628,0.943238
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.999994,0.523486,0.975372,0.856064,1.000000,1.000000,1.000000,0.850032,0.860599,0.925439
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.642577,0.963359,0.847583,1.000000,1.000000,1.000000,0.892455,0.872610,0.948160
palu,Jiuzhai valley (UAV-0.2m),0,0.999910,0.697937,0.966335,0.861134,0.999999,0.999999,0.999996,0.895240,0.914743,0.948921
palu,Jiuzhai valley (UAV-0.2m),1,1.000000,0.736733,0.974611,0.846326,1.000000,1.000000,1.000000,0.863149,0.881133,0.927953
palu,Jiuzhai valley (UAV-0.2m),2,0.999921,0.610371,0.942255,0.696199,0.999999,0.999999,0.999997,0.868343,0.871712,0.921923
palu,Jiuzhai valley (UAV-0.2m),3,0.999996,0.612728,0.945995,0.699306,1.000000,1.000000,1.000000,0.865206,0.874192,0.922463
palu,Jiuzhai valley (UAV-0.2m),4,0.999982,0.619918,0.954588,0.771685,1.000000,1.000000,1.000000,0.874191,0.882790,0.925588
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),0,1.000000,0.659658,0.968179,0.841366,1.000000,1.000000,1.000000,0.804406,0.809157,0.866082
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),1,1.000000,1.186408,0.987257,0.808916,1.000000,1.000000,1.000000,0.515708,0.829761,0.895748
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),2,1.000000,0.782234,0.979427,0.877199,1.000000,1.000000,1.000000,0.707941,0.811064,0.875520
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),3,1.000000,0.516550,0.971867,0.805074,1.000000,1.000000,1.000000,0.817255,0.805760,0.925838
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),4,1.000000,0.849856,0.973828,0.867722,1.000000,1.000000,1.000000,0.795648,0.788144,0.868710
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),0,0.999965,0.597952,0.960197,0.827823,1.000000,1.000000,0.999999,0.863224,0.902453,0.926017
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),1,0.999726,0.520525,0.971129,0.836963,0.999994,0.999997,0.999980,0.846381,0.864117,0.922838
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),2,0.999895,0.547053,0.970255,0.863445,0.999998,0.999999,0.999992,0.867020,0.883338,0.931256
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),3,0.999977,0.637476,0.964811,0.856795,1.000000,1.000000,1.000000,0.877200,0.906585,0.939989
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),4,0.999993,0.582941,0.963316,0.854218,1.000000,1.000000,1.000000,0.866462,0.899995,0.932262
Wenchuan,Jiuzhai valley (UAV-0.2m),0,1.000000,0.767889,0.966492,0.872157,1.000000,1.000000,1.000000,0.820928,0.840122,0.762318
Wenchuan,Jiuzhai valley (UAV-0.2m),1,1.000000,2.037540,0.912526,0.760913,1.000000,1.000000,1.000000,0.721177,0.757536,0.559847
Wenchuan,Jiuzhai valley (UAV-0.2m),2,1.000000,1.846682,0.940834,0.851540,1.000000,1.000000,1.000000,0.784786,0.805905,0.626416
Wenchuan,Jiuzhai valley (UAV-0.2m),3,1.000000,0.930072,0.941090,0.741565,1.000000,1.000000,1.000000,0.802763,0.812185,0.746548
Wenchuan,Jiuzhai valley (UAV-0.2m),4,1.000000,0.677266,0.962878,0.863870,1.000000,1.000000,1.000000,0.859021,0.853066,0.806815
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),0,0.999573,0.670246,0.953134,0.772513,0.999996,0.999993,0.999985,0.899887,0.893971,0.943149
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),1,0.996788,0.622963,0.985237,0.791794,0.999955,0.999918,0.999819,0.820189,0.786607,0.841398
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),2,0.994732,0.461012,0.967998,0.766496,0.999929,0.999907,0.999714,0.828030,0.841972,0.887679
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),3,0.999609,0.674907,0.955112,0.806878,0.999996,0.999992,0.999985,0.907345,0.895669,0.948821
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),4,0.999392,0.681627,0.956089,0.806897,0.999992,0.999987,0.999970,0.912783,0.909098,0.950148
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),0,0.999990,0.838923,0.961455,0.873195,1.000000,1.000000,1.000000,0.907461,0.914954,0.958643
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),1,1.000000,1.206750,0.979163,0.840465,1.000000,1.000000,1.000000,0.857339,0.871886,0.921589
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),2,1.000000,0.544128,0.977379,0.889066,1.000000,1.000000,1.000000,0.873043,0.859263,0.928852
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),3,1.000000,1.831060,0.933551,0.824571,1.000000,1.000000,1.000000,0.855371,0.851445,0.875350
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),4,1.000000,1.413142,0.943385,0.833444,1.000000,1.000000,1.000000,0.873547,0.871114,0.895607
Lombok,Jiuzhai valley (UAV-0.5m),0,1.000000,1.216630,0.948028,0.835508,1.000000,1.000000,1.000000,0.903982,0.880772,0.946447
Lombok,Jiuzhai valley (UAV-0.5m),1,0.999998,0.819416,0.959509,0.871774,1.000000,1.000000,1.000000,0.921203,0.922929,0.963418
Lombok,Jiuzhai valley (UAV-0.5m),2,0.999277,0.705029,0.969798,0.870594,0.999990,0.999993,0.999974,0.912510,0.912988,0.954343
Lombok,Jiuzhai valley (UAV-0.5m),3,1.000000,1.131177,0.984489,0.780979,1.000000,1.000000,1.000000,0.897038,0.851263,0.945177
Lombok,Jiuzhai valley (UAV-0.5m),4,0.999427,0.708010,0.959992,0.814344,0.999992,0.999994,0.999983,0.918466,0.923871,0.953801
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),0,1.000000,9.178466,0.973171,0.689696,1.000000,1.000000,1.000000,0.512654,0.526412,0.352463
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),1,1.000000,13.643479,0.982822,0.667108,1.000000,1.000000,1.000000,0.491704,0.524778,0.362737
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),2,1.000000,7.458742,0.972716,0.707894,1.000000,1.000000,1.000000,0.493630,0.522668,0.346556
