source_region,target_region,image_idx,wav_hf_ratio,fda_hf_ratio,wav_edge_sim,fda_edge_sim,wav_LH_corr,wav_HL_corr,wav_HH_corr,fda_LH_corr,fda_HL_corr,fda_HH_corr
Jiuzhai valley (UAV-0.2m),Tiburon Peninsula (Sentinel),1,1.000000,1.004229,0.968198,0.956586,1.000000,1.000000,1.000000,0.970921,0.979033,0.997075
Jiuzhai valley (UAV-0.2m),Tiburon Peninsula (Sentinel),2,1.000000,0.963595,0.972074,0.978490,1.000000,1.000000,1.000000,0.987503,0.984612,0.998130
Jiuzhai valley (UAV-0.2m),Tiburon Peninsula (Sentinel),3,1.000000,1.023827,0.890718,0.854007,1.000000,1.000000,1.000000,0.963363,0.967669,0.995485
Jiuzhai valley (UAV-0.2m),Tiburon Peninsula (Sentinel),4,1.000000,1.000083,0.907557,0.874946,1.000000,1.000000,1.000000,0.965005,0.967326,0.982052
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (Sentinel),0,0.999931,1.003003,0.934570,0.945572,0.999999,0.999999,0.999998,0.991128,0.994108,0.998192
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (Sentinel),1,1.000000,1.011082,0.899156,0.860515,1.000000,1.000000,1.000000,0.966990,0.972634,0.986780
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (Sentinel),2,1.000000,1.009570,0.930084,0.947740,1.000000,1.000000,1.000000,0.986704,0.989384,0.997036
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (Sentinel),3,1.000000,0.982342,0.938217,0.955124,1.000000,1.000000,1.000000,0.985913,0.985969,0.992011
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (Sentinel),4,1.000000,1.062335,0.970372,0.970088,1.000000,1.000000,1.000000,0.955876,0.965111,0.997663
Lombok,Tiburon Peninsula (Sentinel),0,1.000000,1.052947,0.925740,0.939514,1.000000,1.000000,1.000000,0.984680,0.976063,0.999374
Lombok,Tiburon Peninsula (Sentinel),1,1.000000,1.015613,0.949169,0.973890,1.000000,1.000000,1.000000,0.992198,0.993388,0.998937
Lombok,Tiburon Peninsula (Sentinel),2,0.999997,0.990881,0.965773,0.986326,1.000000,1.000000,1.000000,0.990683,0.993780,0.994441
Lombok,Tiburon Peninsula (Sentinel),3,1.000000,1.049326,0.980795,0.920229,1.000000,1.000000,1.000000,0.966765,0.959864,0.991034
Lombok,Tiburon Peninsula (Sentinel),4,0.999978,0.974261,0.957828,0.982850,1.000000,1.000000,1.000000,0.993672,0.994690,0.993517
Longxi River (SAT),Tiburon Peninsula (Sentinel),0,1.000000,2.107923,0.956923,0.943803,1.000000,1.000000,1.000000,0.847863,0.859405,0.913893
Longxi River (SAT),Tiburon Peninsula (Sentinel),1,1.000000,2.581270,0.973032,0.944022,1.000000,1.000000,1.000000,0.823948,0.836442,0.930584
Longxi River (SAT),Tiburon Peninsula (Sentinel),2,1.000000,1.677777,0.956488,0.950244,1.000000,1.000000,1.000000,0.873324,0.887098,0.950642
Longxi River (SAT),Tiburon Peninsula (Sentinel),3,1.000000,1.792119,0.961748,0.948869,1.000000,1.000000,1.000000,0.868207,0.878342,0.933528
Longxi River (SAT),Tiburon Peninsula (Sentinel),4,1.000000,1.520899,0.950264,0.934620,1.000000,1.000000,1.000000,0.880835,0.894884,0.935387
Longxi River (UAV),Tiburon Peninsula (Sentinel),0,1.000000,1.002044,0.959709,0.971210,1.000000,1.000000,1.000000,0.987840,0.989129,0.999193
Longxi River (UAV),Tiburon Peninsula (Sentinel),1,1.000000,1.052633,0.979077,0.945855,1.000000,1.000000,1.000000,0.983932,0.982844,0.999624
Longxi River (UAV),Tiburon Peninsula (Sentinel),2,1.000000,1.048630,0.968858,0.959164,1.000000,1.000000,1.000000,0.981302,0.979447,0.998446
Longxi River (UAV),Tiburon Peninsula (Sentinel),3,1.000000,1.045880,0.970190,0.952947,1.000000,1.000000,1.000000,0.982876,0.980357,0.999459
Longxi River (UAV),Tiburon Peninsula (Sentinel),4,1.000000,1.068180,0.972682,0.945096,1.000000,1.000000,1.000000,0.975094,0.974406,0.998746
Mengdong Township,Tiburon Peninsula (Sentinel),0,1.000000,0.965291,0.960690,0.988898,1.000000,1.000000,1.000000,0.987300,0.992996,0.984861
Mengdong Township,Tiburon Peninsula (Sentinel),1,1.000000,0.999561,0.962733,0.986613,1.000000,1.000000,1.000000,0.986912,0.994759,0.994340
Mengdong Township,Tiburon Peninsula (Sentinel),2,1.000000,0.985108,0.958476,0.990032,1.000000,1.000000,1.000000,0.987401,0.995566,0.992760
Mengdong Township,Tiburon Peninsula (Sentinel),3,1.000000,0.973627,0.967642,0.984314,1.000000,1.000000,1.000000,0.982686,0.988398,0.977155
Mengdong Township,Tiburon Peninsula (Sentinel),4,1.000000,0.978444,0.971871,0.967864,1.000000,1.000000,1.000000,0.975887,0.989062,0.984968
Moxi town (UAV-0.2m),Tiburon Peninsula (Sentinel),0,0.999970,0.982561,0.964414,0.984376,1.000000,1.000000,1.000000,0.995447,0.992472,0.999684
Moxi town (UAV-0.2m),Tiburon Peninsula (Sentinel),1,1.000000,0.990276,0.937307,0.975343,1.000000,1.000000,1.000000,0.995232,0.995895,0.998060
Moxi town (UAV-0.2m),Tiburon Peninsula (Sentinel),2,1.000000,0.974788,0.971114,0.936709,1.000000,1.000000,1.000000,0.989972,0.987979,0.990049
Moxi town (UAV-0.2m),Tiburon Peninsula (Sentinel),3,1.000000,1.001055,0.950020,0.974159,1.000000,1.000000,1.000000,0.996951,0.996535,0.999617
Moxi town (UAV-0.2m),Tiburon Peninsula (Sentinel),4,1.000000,1.035558,0.935998,0.947846,1.000000,1.000000,1.000000,0.984699,0.989131,0.999260
Moxi town (UAV-1m),Tiburon Peninsula (Sentinel),0,0.999912,0.981118,0.938221,0.937506,0.999999,0.999999,0.999999,0.991943,0.992133,0.994699
Moxi town (UAV-1m),Tiburon Peninsula (Sentinel),1,0.994487,0.967696,0.975731,0.971986,0.999911,0.999924,0.999861,0.990211,0.985405,0.998276
Moxi town (UAV-1m),Tiburon Peninsula (Sentinel),2,0.997317,0.986162,0.965028,0.967497,0.999957,0.999963,0.999943,0.994360,0.988753,0.998791
Moxi town (UAV-1m),Tiburon Peninsula (Sentinel),3,0.998667,0.987496,0.957072,0.982258,0.999976,0.999980,0.999973,0.996980,0.996297,0.999165
Moxi town (UAV-1m),Tiburon Peninsula (Sentinel),4,0.993493,0.977495,0.972670,0.963702,0.999870,0.999892,0.999844,0.992716,0.985109,0.997842
Moxitaidi (SAT),Tiburon Peninsula (Sentinel),0,1.000000,0.982565,0.962981,0.976743,1.000000,1.000000,1.000000,0.990703,0.984032,0.997986
Moxitaidi (SAT),Tiburon Peninsula (Sentinel),1,1.000000,0.974076,0.955106,0.974994,1.000000,1.000000,1.000000,0.993065,0.988825,0.997967
Moxitaidi (SAT),Tiburon Peninsula (Sentinel),2,1.000000,1.019019,0.969104,0.976768,1.000000,1.000000,1.000000,0.984275,0.985678,0.998988
Moxitaidi (SAT),Tiburon Peninsula (Sentinel),3,1.000000,0.989711,0.950720,0.981403,1.000000,1.000000,1.000000,0.992703,0.993696,0.999172
Moxitaidi (SAT),Tiburon Peninsula (Sentinel),4,0.999995,0.965872,0.976927,0.955788,1.000000,1.000000,1.000000,0.976066,0.979854,0.983085
Moxitaidi (UAV-0.6m),Tiburon Peninsula (Sentinel),0,1.000000,1.135183,0.927911,0.936989,1.000000,1.000000,1.000000,0.954835,0.970606,0.995802
Moxitaidi (UAV-0.6m),Tiburon Peninsula (Sentinel),1,1.000000,1.030683,0.959995,0.977213,1.000000,1.000000,1.000000,0.984137,0.986893,0.999189
Moxitaidi (UAV-0.6m),Tiburon Peninsula (Sentinel),2,0.979445,1.003137,0.958508,0.955736,0.999578,0.999597,0.999032,0.983082,0.984852,0.997748
Moxitaidi (UAV-0.6m),Tiburon Peninsula (Sentinel),3,0.922626,0.982822,0.962718,0.900808,0.998534,0.998844,0.998355,0.954876,0.958781,0.997429
Moxitaidi (UAV-0.6m),Tiburon Peninsula (Sentinel),4,1.000000,1.073464,0.963721,0.971595,1.000000,1.000000,1.000000,0.973704,0.980229,0.998978
Moxitaidi (UAV-1m),Tiburon Peninsula (Sentinel),0,0.960923,0.940701,0.979095,0.955711,0.999404,0.999433,0.999085,0.977468,0.974945,0.995671
Moxitaidi (UAV-1m),Tiburon Peninsula (Sentinel),1,0.951138,0.966125,0.973816,0.945910,0.999042,0.999315,0.998600,0.973057,0.969420,0.997458
Moxitaidi (UAV-1m),Tiburon Peninsula (Sentinel),2,1.000000,1.036539,0.962438,0.974588,1.000000,1.000000,1.000000,0.986264,0.988198,0.999267
Moxitaidi (UAV-1m),Tiburon Peninsula (Sentinel),3,1.000000,0.971920,0.972051,0.980563,1.000000,1.000000,1.000000,0.991382,0.991409,0.999555
Moxitaidi (UAV-1m),Tiburon Peninsula (Sentinel),4,1.000000,1.000464,0.953507,0.970553,1.000000,1.000000,1.000000,0.988933,0.986889,0.999098
palu,Tiburon Peninsula (Sentinel),0,0.999974,0.999324,0.960617,0.978781,1.000000,1.000000,0.999999,0.990722,0.994411,0.999186
palu,Tiburon Peninsula (Sentinel),1,1.000000,0.997292,0.968143,0.963815,1.000000,1.000000,1.000000,0.977187,0.982934,0.996270
palu,Tiburon Peninsula (Sentinel),2,1.000000,1.001557,0.931083,0.952213,1.000000,1.000000,1.000000,0.993649,0.990522,0.995651
palu,Tiburon Peninsula (Sentinel),3,1.000000,0.998773,0.935834,0.952087,1.000000,1.000000,1.000000,0.993271,0.990625,0.995309
palu,Tiburon Peninsula (Sentinel),4,1.000000,0.996212,0.945283,0.973931,1.000000,1.000000,1.000000,0.993068,0.991570,0.994034
Tiburon Peninsula (planet),Tiburon Peninsula (Sentinel),0,1.000000,0.917238,0.949062,0.952946,1.000000,1.000000,1.000000,0.966593,0.966997,0.990707
Tiburon Peninsula (planet),Tiburon Peninsula (Sentinel),1,1.000000,0.967226,0.978269,0.932615,1.000000,1.000000,1.000000,0.867864,0.959639,0.992310
Tiburon Peninsula (planet),Tiburon Peninsula (Sentinel),2,1.000000,0.814215,0.965694,0.942840,1.000000,1.000000,1.000000,0.904978,0.949838,0.995979
Tiburon Peninsula (planet),Tiburon Peninsula (Sentinel),3,1.000000,0.805172,0.953399,0.894436,1.000000,1.000000,1.000000,0.952509,0.931608,0.996795
Tiburon Peninsula (planet),Tiburon Peninsula (Sentinel),4,1.000000,0.824753,0.956497,0.931987,1.000000,1.000000,1.000000,0.935217,0.939371,0.996550
Wenchuan,Tiburon Peninsula (Sentinel),0,1.000000,0.988296,0.946791,0.963139,1.000000,1.000000,1.000000,0.970975,0.977347,0.984487
Wenchuan,Tiburon Peninsula (Sentinel),1,1.000000,1.135115,0.859786,0.808900,1.000000,1.000000,1.000000,0.894635,0.945312,0.944451
Wenchuan,Tiburon Peninsula (Sentinel),2,1.000000,1.149292,0.905823,0.908566,1.000000,1.000000,1.000000,0.931592,0.936740,0.938327
Wenchuan,Tiburon Peninsula (Sentinel),3,1.000000,1.078085,0.907238,0.866890,1.000000,1.000000,1.000000,0.952970,0.952120,0.969315
Wenchuan,Tiburon Peninsula (Sentinel),4,1.000000,1.002588,0.943388,0.959549,1.000000,1.000000,1.000000,0.975462,0.974821,0.963749
Hokkaido Iburi-Tobu,Wenchuan,0,0.999199,0.887235,0.954211,0.950447,0.999993,0.999986,0.999970,0.979229,0.973221,0.961931
Hokkaido Iburi-Tobu,Wenchuan,1,0.995680,0.648580,0.985009,0.861875,0.999939,0.999889,0.999752,0.902282,0.897244,0.868242
Hokkaido Iburi-Tobu,Wenchuan,2,0.991581,0.692015,0.968396,0.894261,0.999876,0.999838,0.999500,0.934593,0.937395,0.881420
Hokkaido Iburi-Tobu,Wenchuan,3,0.999150,0.892544,0.956104,0.961771,0.999992,0.999981,0.999966,0.982309,0.976142,0.967835
Hokkaido Iburi-Tobu,Wenchuan,4,0.999067,0.882443,0.956527,0.945051,0.999988,0.999979,0.999954,0.981562,0.977226,0.965482
Jiuzhai valley (UAV-0.2m),Wenchuan,0,0.999972,0.945351,0.965937,0.972595,1.000000,1.000000,0.999999,0.983719,0.985803,0.995458
Jiuzhai valley (UAV-0.2m),Wenchuan,1,1.000000,0.938589,0.982042,0.914522,1.000000,1.000000,1.000000,0.962299,0.971234,0.986071
Jiuzhai valley (UAV-0.2m),Wenchuan,2,1.000000,0.906549,0.978759,0.947097,1.000000,1.000000,1.000000,0.977259,0.972845,0.978485
Jiuzhai valley (UAV-0.2m),Wenchuan,3,1.000000,0.936114,0.946867,0.940160,1.000000,1.000000,1.000000,0.972623,0.970284,0.996235
Jiuzhai valley (UAV-0.2m),Wenchuan,4,1.000000,0.953700,0.953671,0.959231,1.000000,1.000000,1.000000,0.980538,0.978463,0.993772
Jiuzhai valley (UAV-0.5m),Wenchuan,0,0.999356,0.976612,0.951837,0.982617,0.999986,0.999989,0.999969,0.992401,0.993020,0.994960
Jiuzhai valley (UAV-0.5m),Wenchuan,1,1.000000,1.003541,0.945732,0.968706,1.000000,1.000000,1.000000,0.989000,0.989071,0.996799
Jiuzhai valley (UAV-0.5m),Wenchuan,2,0.999944,0.979023,0.955357,0.980338,1.000000,0.999999,0.999998,0.989722,0.989487,0.994640
Jiuzhai valley (UAV-0.5m),Wenchuan,3,0.999997,0.967044,0.960148,0.979408,1.000000,1.000000,1.000000,0.989135,0.988499,0.995010
Jiuzhai valley (UAV-0.5m),Wenchuan,4,1.000000,0.977801,0.984385,0.930693,1.000000,1.000000,1.000000,0.952748,0.958759,0.985729
Lombok,Wenchuan,0,1.000000,0.991329,0.954405,0.963296,1.000000,1.000000,1.000000,0.987572,0.981477,0.993207
Lombok,Wenchuan,1,0.999976,0.980269,0.961320,0.980837,1.000000,1.000000,0.999999,0.991698,0.992018,0.992003
Lombok,Wenchuan,2,0.998460,0.869602,0.970202,0.949289,0.999973,0.999980,0.999929,0.969737,0.976130,0.955394
Lombok,Wenchuan,3,0.999997,0.981872,0.985086,0.855329,1.000000,1.000000,1.000000,0.972777,0.957383,0.978866
Lombok,Wenchuan,4,0.997871,0.832926,0.959981,0.924572,0.999962,0.999966,0.999914,0.970172,0.969985,0.951724
Longxi River (SAT),Wenchuan,0,1.000000,1.347701,0.979673,0.902289,1.000000,1.000000,1.000000,0.842160,0.836467,0.865607
Longxi River (SAT),Wenchuan,1,1.000000,1.667116,0.987215,0.900808,1.000000,1.000000,1.000000,0.835247,0.829279,0.918838
Longxi River (SAT),Wenchuan,2,1.000000,1.105685,0.979732,0.927342,1.000000,1.000000,1.000000,0.866141,0.874260,0.888138
Longxi River (SAT),Wenchuan,3,1.000000,1.158652,0.982508,0.889886,1.000000,1.000000,1.000000,0.853231,0.854674,0.887576
Longxi River (SAT),Wenchuan,4,1.000000,1.032353,0.976707,0.895669,1.000000,1.000000,1.000000,0.865153,0.872328,0.863697
Longxi River (UAV),Wenchuan,0,0.999938,0.949169,0.970833,0.927478,0.999999,0.999999,0.999998,0.983513,0.984161,0.989240
Longxi River (UAV),Wenchuan,1,0.999996,0.996851,0.982755,0.854581,1.000000,1.000000,1.000000,0.987354,0.984952,0.993838
Longxi River (UAV),Wenchuan,2,1.000000,1.013584,0.976595,0.913530,1.000000,1.000000,1.000000,0.990375,0.987051,0.997613
Longxi River (UAV),Wenchuan,3,1.000000,1.006284,0.977595,0.893066,1.000000,1.000000,1.000000,0.989856,0.986616,0.996812
Longxi River (UAV),Wenchuan,4,1.000000,1.026431,0.978469,0.890762,1.000000,1.000000,1.000000,0.987107,0.983570,0.997523
Mengdong Township,Wenchuan,0,0.999679,0.782241,0.968191,0.923898,0.999996,0.999998,0.999972,0.946039,0.950170,0.852204
Mengdong Township,Wenchuan,1,0.999975,0.885771,0.970322,0.938448,1.000000,1.000000,0.999998,0.965124,0.973859,0.916521
Mengdong Township,Wenchuan,2,0.999817,0.861134,0.965965,0.952286,0.999997,0.999999,0.999980,0.962581,0.971583,0.904525
Mengdong Township,Wenchuan,3,0.999610,0.772213,0.973965,0.919175,0.999994,0.999998,0.999969,0.942714,0.940015,0.847401
Mengdong Township,Wenchuan,4,0.999968,0.838388,0.978549,0.893667,1.000000,1.000000,0.999998,0.945831,0.958826,0.896748
Moxi town (UAV-0.2m),Wenchuan,0,0.999739,0.928621,0.968724,0.965001,0.999996,0.999996,0.999993,0.988565,0.985918,0.991277
Moxi town (UAV-0.2m),Wenchuan,1,0.999730,0.968304,0.948689,0.981434,0.999997,0.999996,0.999995,0.994166,0.994075,0.995354
Moxi town (UAV-0.2m),Wenchuan,2,0.999998,0.879354,0.970419,0.856596,1.000000,1.000000,1.000000,0.975217,0.971501,0.969117
Moxi town (UAV-0.2m),Wenchuan,3,0.999927,0.978384,0.959004,0.977342,0.999999,0.999999,0.999999,0.995375,0.994644,0.996721
Moxi town (UAV-0.2m),Wenchuan,4,1.000000,0.997939,0.959864,0.979182,1.000000,1.000000,1.000000,0.990132,0.990931,0.996249
Moxi town (UAV-1m),Wenchuan,0,0.999016,0.978298,0.952014,0.988838,0.999980,0.999980,0.999976,0.996000,0.996115,0.997188
Moxi town (UAV-1m),Wenchuan,1,0.985660,0.864905,0.978024,0.937649,0.999560,0.999626,0.999471,0.973343,0.971185,0.981159
Moxi town (UAV-1m),Wenchuan,2,0.993498,0.940166,0.972069,0.951399,0.999833,0.999812,0.999775,0.989846,0.982545,0.992984
Moxi town (UAV-1m),Wenchuan,3,0.996788,0.942095,0.960746,0.978713,0.999912,0.999916,0.999899,0.992702,0.992467,0.993649
Moxi town (UAV-1m),Wenchuan,4,0.986236,0.906915,0.977062,0.938972,0.999623,0.999506,0.999547,0.985251,0.975562,0.988661
Moxitaidi (SAT),Wenchuan,0,0.999737,0.884261,0.970620,0.928765,0.999997,0.999996,0.999986,0.971187,0.968587,0.969052
Moxitaidi (SAT),Wenchuan,1,0.999918,0.869573,0.961945,0.936921,0.999999,0.999999,0.999997,0.973542,0.971636,0.971433
Moxitaidi (SAT),Wenchuan,2,1.000000,0.953467,0.979050,0.955183,1.000000,1.000000,1.000000,0.982287,0.983270,0.986940
Moxitaidi (SAT),Wenchuan,3,0.999792,0.916505,0.962186,0.969939,0.999998,0.999998,0.999992,0.981856,0.983979,0.979356
Moxitaidi (SAT),Wenchuan,4,0.999561,0.862228,0.982445,0.873099,0.999993,0.999994,0.999979,0.954609,0.960198,0.949847
Moxitaidi (UAV-0.6m),Wenchuan,0,1.000000,1.038023,0.960819,0.960093,1.000000,1.000000,1.000000,0.971015,0.978493,0.989158
Moxitaidi (UAV-0.6m),Wenchuan,1,1.000000,0.975418,0.973884,0.949161,1.000000,1.000000,1.000000,0.985015,0.984364,0.991141
Moxitaidi (UAV-0.6m),Wenchuan,2,0.978309,0.971658,0.974671,0.968713,0.999028,0.999280,0.998139,0.984814,0.987098,0.995598
Moxitaidi (UAV-0.6m),Wenchuan,3,0.907800,0.863954,0.980471,0.930399,0.996394,0.996860,0.994706,0.959055,0.958369,0.991405
Moxitaidi (UAV-0.6m),Wenchuan,4,1.000000,0.999487,0.978702,0.925545,1.000000,1.000000,1.000000,0.976438,0.983391,0.990367
Moxitaidi (UAV-1m),Wenchuan,0,0.978435,0.816037,0.984482,0.932136,0.999440,0.999172,0.998956,0.964185,0.959629,0.976446
Moxitaidi (UAV-1m),Wenchuan,1,0.942429,0.847535,0.982556,0.939731,0.998191,0.997998,0.996833,0.968181,0.961753,0.985821
Moxitaidi (UAV-1m),Wenchuan,2,1.000000,0.982456,0.973704,0.931534,1.000000,1.000000,1.000000,0.986017,0.987784,0.991456
Moxitaidi (UAV-1m),Wenchuan,3,0.999959,0.928319,0.976283,0.945448,0.999999,1.000000,0.999999,0.984150,0.985269,0.991128
Moxitaidi (UAV-1m),Wenchuan,4,1.000000,0.968861,0.967245,0.963152,1.000000,1.000000,1.000000,0.989199,0.985626,0.994384
palu,Wenchuan,0,0.999695,0.915284,0.967575,0.948227,0.999994,0.999995,0.999983,0.978923,0.985110,0.977939
palu,Wenchuan,1,0.999944,0.878807,0.975629,0.917480,1.000000,1.000000,0.999999,0.955254,0.964087,0.961165
palu,Wenchuan,2,0.999744,0.979198,0.946193,0.988752,0.999997,0.999995,0.999985,0.995742,0.994348,0.993898
palu,Wenchuan,3,0.999918,0.981090,0.949236,0.987939,0.999999,0.999999,0.999997,0.995980,0.994944,0.994860
palu,Wenchuan,4,0.999873,0.948693,0.957639,0.981249,0.999999,0.999999,0.999996,0.989978,0.989535,0.983965
Tiburon Peninsula (planet),Wenchuan,0,1.000000,0.771281,0.976254,0.917624,1.000000,1.000000,1.000000,0.930641,0.933980,0.913665
Tiburon Peninsula (planet),Wenchuan,1,0.999993,0.853931,0.991058,0.894104,1.000000,1.000000,1.000000,0.845427,0.937596,0.953931
Tiburon Peninsula (planet),Wenchuan,2,1.000000,0.724853,0.985216,0.908865,1.000000,1.000000,1.000000,0.868504,0.931203,0.958543
Tiburon Peninsula (planet),Wenchuan,3,0.999986,0.737707,0.979367,0.902492,1.000000,1.000000,0.999999,0.932142,0.909997,0.974304
Tiburon Peninsula (planet),Wenchuan,4,1.000000,0.700232,0.981076,0.902425,1.000000,1.000000,1.000000,0.900951,0.913755,0.952182
Tiburon Peninsula (Sentinel),Wenchuan,0,0.999861,0.904783,0.962417,0.953739,0.999998,0.999999,0.999993,0.975122,0.982687,0.971421
Tiburon Peninsula (Sentinel),Wenchuan,1,0.999475,0.873308,0.972442,0.946954,0.999986,0.999993,0.999953,0.964391,0.975733,0.958909
Tiburon Peninsula (Sentinel),Wenchuan,2,0.999759,0.889022,0.972012,0.945345,0.999995,0.999997,0.999980,0.968995,0.979592,0.966828
Tiburon Peninsula (Sentinel),Wenchuan,3,0.999624,0.927211,0.967384,0.966463,0.999996,0.999997,0.999986,0.980017,0.987174,0.982351
Tiburon Peninsula (Sentinel),Wenchuan,4,0.999914,0.925955,0.966268,0.955525,0.999999,0.999999,0.999995,0.978647,0.984980,0.982346
