source_region,target_region,image_idx,wav_hf_ratio,fda_hf_ratio,wav_edge_sim,fda_edge_sim,wav_LH_corr,wav_HL_corr,wav_HH_corr,fda_LH_corr,fda_HL_corr,fda_HH_corr
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,3,1.000000,1.016941,0.946760,0.925738,1.000000,1.000000,1.000000,0.982036,0.982787,0.998788
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,4,1.000000,1.231670,0.929153,0.896261,1.000000,1.000000,1.000000,0.925435,0.949925,0.991300
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,0,0.999891,1.009263,0.934010,0.904659,0.999999,0.999999,0.999998,0.977375,0.983940,0.995677
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,1,0.994712,0.952040,0.974780,0.910095,0.999919,0.999933,0.999872,0.960303,0.946360,0.997915
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,2,0.997086,1.023377,0.962537,0.891817,0.999955,0.999961,0.999940,0.967286,0.952580,0.997092
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,3,0.998556,0.966448,0.955637,0.910143,0.999974,0.999978,0.999970,0.985940,0.974971,0.998747
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,4,0.993698,0.991610,0.971321,0.894058,0.999868,0.999898,0.999842,0.969115,0.947315,0.997626
Moxitaidi (SAT),Hokkaido Iburi-Tobu,0,1.000000,0.936779,0.960107,0.912667,1.000000,1.000000,1.000000,0.950774,0.926748,0.992243
Moxitaidi (SAT),Hokkaido Iburi-Tobu,1,1.000000,0.830540,0.952974,0.873699,1.000000,1.000000,1.000000,0.947831,0.937725,0.993070
Moxitaidi (SAT),Hokkaido Iburi-Tobu,2,1.000000,1.208610,0.966257,0.921750,1.000000,1.000000,1.000000,0.921855,0.937976,0.988106
Moxitaidi (SAT),Hokkaido Iburi-Tobu,3,1.000000,0.894803,0.947266,0.898135,1.000000,1.000000,1.000000,0.950730,0.954873,0.992493
Moxitaidi (SAT),Hokkaido Iburi-Tobu,4,1.000000,1.109192,0.975077,0.915710,1.000000,1.000000,1.000000,0.922687,0.943923,0.986826
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,0,1.000000,1.781644,0.920153,0.873682,1.000000,1.000000,1.000000,0.872709,0.909758,0.952351
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,1,1.000000,1.173869,0.956505,0.901840,1.000000,1.000000,1.000000,0.919364,0.924677,0.979546
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,2,0.979465,1.186687,0.953887,0.884157,0.999602,0.999606,0.999069,0.913813,0.933679,0.987490
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,3,0.923931,1.245607,0.957416,0.793830,0.998662,0.998929,0.998591,0.824581,0.850868,0.978856
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,4,1.000000,1.482487,0.960156,0.895807,1.000000,1.000000,1.000000,0.882215,0.909331,0.958598
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,0,0.956975,0.938165,0.977152,0.889511,0.999295,0.999341,0.998941,0.911236,0.907564,0.991269
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,1,0.951862,1.031390,0.970906,0.849131,0.999042,0.999340,0.998649,0.888846,0.880594,0.988565
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,2,1.000000,1.205693,0.959361,0.918104,1.000000,1.000000,1.000000,0.931088,0.946372,0.984473
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,3,1.000000,0.861152,0.970507,0.926195,1.000000,1.000000,1.000000,0.950134,0.948929,0.993732
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,4,1.000000,1.029624,0.949827,0.882529,1.000000,1.000000,1.000000,0.939657,0.934613,0.991381
palu,Hokkaido Iburi-Tobu,0,0.999983,1.028274,0.958053,0.924864,1.000000,1.000000,1.000000,0.956622,0.973198,0.995530
palu,Hokkaido Iburi-Tobu,1,1.000000,1.170698,0.965437,0.888869,1.000000,1.000000,1.000000,0.914751,0.937068,0.989623
palu,Hokkaido Iburi-Tobu,2,1.000000,0.991385,0.926384,0.894721,1.000000,1.000000,1.000000,0.976103,0.971824,0.993973
palu,Hokkaido Iburi-Tobu,3,1.000000,0.983679,0.931408,0.893875,1.000000,1.000000,1.000000,0.975789,0.971771,0.993235
palu,Hokkaido Iburi-Tobu,4,1.000000,0.991800,0.941679,0.921057,1.000000,1.000000,1.000000,0.972731,0.971655,0.993680
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,0,1.000000,1.149521,0.942713,0.850781,1.000000,1.000000,1.000000,0.824930,0.830128,0.922252
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,1,1.000000,1.483188,0.974969,0.821847,1.000000,1.000000,1.000000,0.649280,0.806571,0.901922
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,2,1.000000,1.173391,0.961237,0.833504,1.000000,1.000000,1.000000,0.710446,0.772129,0.870587
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,3,1.000000,0.843099,0.946827,0.758478,1.000000,1.000000,1.000000,0.801991,0.776475,0.930660
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,4,1.000000,1.382225,0.951254,0.825981,1.000000,1.000000,1.000000,0.758038,0.753867,0.873194
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,0,1.000000,0.962909,0.949084,0.916744,1.000000,1.000000,1.000000,0.942483,0.973229,0.993120
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,1,1.000000,0.846458,0.965069,0.908567,1.000000,1.000000,1.000000,0.933196,0.949331,0.992347
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,2,1.000000,0.885946,0.962056,0.910578,1.000000,1.000000,1.000000,0.931295,0.951055,0.991064
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,3,1.000000,1.006383,0.952146,0.920411,1.000000,1.000000,1.000000,0.941158,0.969806,0.992721
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,4,1.000000,0.962623,0.950253,0.903110,1.000000,1.000000,1.000000,0.925404,0.955599,0.987977
Wenchuan,Hokkaido Iburi-Tobu,0,1.000000,1.222327,0.939798,0.832492,1.000000,1.000000,1.000000,0.805590,0.836902,0.794151
Wenchuan,Hokkaido Iburi-Tobu,1,1.000000,3.080863,0.843847,0.661482,1.000000,1.000000,1.000000,0.632223,0.676939,0.519791
Wenchuan,Hokkaido Iburi-Tobu,2,1.000000,2.814783,0.894834,0.801287,1.000000,1.000000,1.000000,0.743449,0.736232,0.626490
Wenchuan,Hokkaido Iburi-Tobu,3,1.000000,1.506789,0.895615,0.742423,1.000000,1.000000,1.000000,0.810330,0.819610,0.784917
Wenchuan,Hokkaido Iburi-Tobu,4,1.000000,1.076531,0.936084,0.861127,1.000000,1.000000,1.000000,0.884113,0.872394,0.860111
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),0,0.999793,0.835920,0.952875,0.860243,0.999998,0.999997,0.999994,0.953584,0.944812,0.967914
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),1,0.998020,0.600660,0.985225,0.838549,0.999973,0.999951,0.999890,0.848965,0.841576,0.841753
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),2,0.996421,0.673499,0.967882,0.824870,0.999954,0.999940,0.999817,0.905656,0.907519,0.938519
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),3,0.999771,0.828703,0.954912,0.877941,0.999998,0.999996,0.999993,0.954033,0.943564,0.972279
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),4,0.999653,0.830009,0.955967,0.881104,0.999996,0.999994,0.999986,0.958182,0.954251,0.970339
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),0,0.999689,0.885060,0.946906,0.846412,0.999993,0.999994,0.999984,0.944782,0.947131,0.988606
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.892187,0.931649,0.817865,1.000000,1.000000,1.000000,0.924607,0.922589,0.978400
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),2,0.999998,0.831027,0.948193,0.847848,1.000000,1.000000,1.000000,0.924126,0.916685,0.983077
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),3,1.000000,0.829300,0.953947,0.877657,1.000000,1.000000,1.000000,0.931460,0.923082,0.983824
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),4,1.000000,1.051493,0.980226,0.922233,1.000000,1.000000,1.000000,0.895210,0.914401,0.978536
Lombok,Jiuzhai valley (UAV-0.2m),0,1.000000,1.024556,0.946422,0.910367,1.000000,1.000000,1.000000,0.959442,0.939633,0.984824
Lombok,Jiuzhai valley (UAV-0.2m),1,1.000000,0.903109,0.958342,0.919958,1.000000,1.000000,1.000000,0.962261,0.962472,0.985299
Lombok,Jiuzhai valley (UAV-0.2m),2,0.999797,0.833421,0.969666,0.911426,0.999998,0.999999,0.999995,0.952046,0.951740,0.974698
Lombok,Jiuzhai valley (UAV-0.2m),3,1.000000,0.997950,0.984078,0.837174,1.000000,1.000000,1.000000,0.936394,0.912549,0.969348
Lombok,Jiuzhai valley (UAV-0.2m),4,0.999803,0.827682,0.960254,0.876777,0.999998,0.999998,0.999995,0.957769,0.959423,0.969725
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),0,1.000000,3.636568,0.973119,0.793180,1.000000,1.000000,1.000000,0.643520,0.656226,0.563151
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),1,1.000000,5.035374,0.983276,0.805222,1.000000,1.000000,1.000000,0.625580,0.655825,0.567508
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,2.901969,0.972966,0.828465,1.000000,1.000000,1.000000,0.641106,0.677334,0.570674
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),3,1.000000,3.002640,0.975648,0.765052,1.000000,1.000000,1.000000,0.642495,0.661670,0.575471
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),4,1.000000,2.376767,0.968270,0.779144,1.000000,1.000000,1.000000,0.643811,0.676133,0.579020
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),0,0.999999,0.900660,0.968674,0.892929,1.000000,1.000000,1.000000,0.956551,0.955613,0.984810
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),1,1.000000,1.027510,0.982610,0.855520,1.000000,1.000000,1.000000,0.957161,0.948393,0.990273
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),2,1.000000,1.041291,0.975016,0.891044,1.000000,1.000000,1.000000,0.958970,0.950668,0.994102
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),3,1.000000,1.031089,0.976199,0.866443,1.000000,1.000000,1.000000,0.963164,0.952070,0.992149
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),4,1.000000,1.065050,0.977794,0.879866,1.000000,1.000000,1.000000,0.954982,0.944416,0.995702
Mengdong Township,Jiuzhai valley (UAV-0.2m),0,0.999933,0.593430,0.966412,0.819964,0.999999,1.000000,0.999995,0.857627,0.883961,0.885376
Mengdong Township,Jiuzhai valley (UAV-0.2m),1,0.999993,0.641608,0.968695,0.850439,1.000000,1.000000,1.000000,0.866966,0.894510,0.923889
Mengdong Township,Jiuzhai valley (UAV-0.2m),2,0.999968,0.628534,0.964091,0.836640,1.000000,1.000000,0.999997,0.860677,0.896387,0.920417
Mengdong Township,Jiuzhai valley (UAV-0.2m),3,0.999923,0.646940,0.972569,0.849550,0.999999,1.000000,0.999995,0.863488,0.888987,0.863291
Mengdong Township,Jiuzhai valley (UAV-0.2m),4,1.000000,0.671169,0.977262,0.867843,1.000000,1.000000,1.000000,0.875940,0.906256,0.907909
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),0,0.999907,0.885759,0.968031,0.916539,0.999999,0.999999,0.999998,0.970208,0.959607,0.994380
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),1,0.999969,0.928980,0.945967,0.910219,1.000000,1.000000,1.000000,0.978226,0.977382,0.992382
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.875924,0.971448,0.820289,1.000000,1.000000,1.000000,0.960874,0.955599,0.971226
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),3,0.999996,0.954869,0.957216,0.939439,1.000000,1.000000,1.000000,0.984192,0.982878,0.997415
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.986295,0.952693,0.938611,1.000000,1.000000,1.000000,0.964889,0.966285,0.992999
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.999652,0.946173,0.948411,0.912994,0.999993,0.999993,0.999992,0.981648,0.981421,0.992787
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.991066,0.854943,0.977789,0.901115,0.999787,0.999814,0.999694,0.950637,0.943668,0.991067
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),2,0.996578,0.939783,0.971032,0.916396,0.999924,0.999928,0.999898,0.978814,0.961512,0.996723
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.998278,0.918936,0.960109,0.905300,0.999955,0.999959,0.999949,0.982440,0.969768,0.995829
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),4,0.990135,0.903097,0.976029,0.900113,0.999753,0.999710,0.999703,0.972555,0.946101,0.992671
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),0,0.999985,0.761644,0.969384,0.872892,1.000000,1.000000,0.999999,0.925979,0.918337,0.976093
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),1,0.999987,0.720945,0.960190,0.818527,1.000000,1.000000,1.000000,0.905113,0.912892,0.972780
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,0.908104,0.976845,0.940183,1.000000,1.000000,1.000000,0.947557,0.949685,0.982039
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),3,0.999984,0.752369,0.959135,0.867114,1.000000,1.000000,1.000000,0.924370,0.935819,0.975037
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),4,0.999928,0.774958,0.981340,0.841369,0.999999,0.999999,0.999998,0.910571,0.917853,0.933521
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),0,1.000000,1.080944,0.951205,0.891862,1.000000,1.000000,1.000000,0.904896,0.925770,0.972539
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.814972,0.969974,0.916681,1.000000,1.000000,1.000000,0.932297,0.932570,0.980082
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),2,0.979649,0.936078,0.970725,0.928458,0.999297,0.999435,0.998561,0.943043,0.953949,0.993540
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),3,0.916794,0.926643,0.975151,0.853320,0.997383,0.997843,0.996308,0.891743,0.889350,0.989215
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.947931,0.974178,0.914627,1.000000,1.000000,1.000000,0.924123,0.930442,0.979791
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.977183,0.767423,0.983010,0.893821,0.999571,0.999458,0.999226,0.909429,0.908888,0.979116
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.948911,0.828984,0.980157,0.881780,0.998640,0.998708,0.997682,0.919567,0.897500,0.986063
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.912196,0.971072,0.910275,1.000000,1.000000,1.000000,0.949982,0.947977,0.983184
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.999994,0.763493,0.975372,0.894799,1.000000,1.000000,1.000000,0.927401,0.933098,0.985536
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.838555,0.963359,0.901391,1.000000,1.000000,1.000000,0.949261,0.937933,0.986050
palu,Jiuzhai valley (UAV-0.2m),0,0.999910,0.876389,0.966335,0.921877,0.999999,0.999999,0.999996,0.957189,0.968656,0.984996
palu,Jiuzhai valley (UAV-0.2m),1,1.000000,0.852819,0.974611,0.885802,1.000000,1.000000,1.000000,0.926618,0.937579,0.954620
palu,Jiuzhai valley (UAV-0.2m),2,0.999921,0.876418,0.942255,0.868966,0.999999,0.999999,0.999997,0.961802,0.956569,0.982818
palu,Jiuzhai valley (UAV-0.2m),3,0.999996,0.884414,0.945995,0.871518,1.000000,1.000000,1.000000,0.963274,0.960692,0.986584
palu,Jiuzhai valley (UAV-0.2m),4,0.999982,0.854593,0.954588,0.894688,1.000000,1.000000,1.000000,0.955665,0.954738,0.976904
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),0,1.000000,0.603172,0.968179,0.855046,1.000000,1.000000,1.000000,0.839510,0.849016,0.909613
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),1,1.000000,0.862679,0.987257,0.848545,1.000000,1.000000,1.000000,0.627901,0.869867,0.941334
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),2,1.000000,0.619957,0.979427,0.894766,1.000000,1.000000,1.000000,0.780690,0.860590,0.940347
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),3,1.000000,0.486933,0.971867,0.816094,1.000000,1.000000,1.000000,0.853911,0.839883,0.958644
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),4,1.000000,0.702888,0.973828,0.885660,1.000000,1.000000,1.000000,0.839259,0.837351,0.928058
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),0,0.999965,0.787992,0.960197,0.888907,1.000000,1.000000,0.999999,0.920692,0.954836,0.972836
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),1,0.999726,0.724178,0.971129,0.881593,0.999994,0.999997,0.999980,0.904063,0.932301,0.971357
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),2,0.999895,0.746816,0.970255,0.898831,0.999998,0.999999,0.999992,0.919389,0.941374,0.979969
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),3,0.999977,0.831198,0.964811,0.912316,1.000000,1.000000,1.000000,0.933374,0.958966,0.981496
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),4,0.999993,0.769226,0.963316,0.895336,1.000000,1.000000,1.000000,0.918928,0.948018,0.977964
Wenchuan,Jiuzhai valley (UAV-0.2m),0,1.000000,0.668481,0.966492,0.894374,1.000000,1.000000,1.000000,0.865528,0.881859,0.887769
Wenchuan,Jiuzhai valley (UAV-0.2m),1,1.000000,1.463551,0.912526,0.777913,1.000000,1.000000,1.000000,0.769553,0.810895,0.711932
Wenchuan,Jiuzhai valley (UAV-0.2m),2,1.000000,1.358568,0.940834,0.879402,1.000000,1.000000,1.000000,0.841407,0.851782,0.796321
Wenchuan,Jiuzhai valley (UAV-0.2m),3,1.000000,0.803919,0.941090,0.759424,1.000000,1.000000,1.000000,0.843394,0.848903,0.857620
Wenchuan,Jiuzhai valley (UAV-0.2m),4,1.000000,0.658027,0.962878,0.889324,1.000000,1.000000,1.000000,0.892655,0.888598,0.903199
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),0,0.999573,0.853667,0.953134,0.882355,0.999996,0.999993,0.999985,0.960613,0.950674,0.968027
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),1,0.996788,0.652159,0.985237,0.828596,0.999955,0.999918,0.999819,0.861568,0.840181,0.852245
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),2,0.994732,0.672109,0.967998,0.843755,0.999929,0.999907,0.999714,0.914677,0.917413,0.935828
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),3,0.999609,0.850012,0.955112,0.900847,0.999996,0.999992,0.999985,0.961816,0.950802,0.973119
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),4,0.999392,0.847997,0.956089,0.895038,0.999992,0.999987,0.999970,0.964389,0.959632,0.971088
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),0,0.999990,0.875200,0.961455,0.910540,1.000000,1.000000,1.000000,0.944491,0.949991,0.988438
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),1,1.000000,1.022456,0.979163,0.874266,1.000000,1.000000,1.000000,0.906628,0.917408,0.971086
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),2,1.000000,0.728054,0.977379,0.910654,1.000000,1.000000,1.000000,0.924238,0.917577,0.974399
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),3,1.000000,1.292118,0.933551,0.846034,1.000000,1.000000,1.000000,0.896712,0.890927,0.955568
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),4,1.000000,1.077809,0.943385,0.863720,1.000000,1.000000,1.000000,0.917054,0.913600,0.961981
Lombok,Jiuzhai valley (UAV-0.5m),0,1.000000,1.158462,0.948028,0.887640,1.000000,1.000000,1.000000,0.950019,0.920289,0.980364
Lombok,Jiuzhai valley (UAV-0.5m),1,0.999998,0.959574,0.959509,0.935974,1.000000,1.000000,1.000000,0.967235,0.966308,0.987429
Lombok,Jiuzhai valley (UAV-0.5m),2,0.999277,0.854995,0.969798,0.920412,0.999990,0.999993,0.999974,0.957225,0.958610,0.972548
Lombok,Jiuzhai valley (UAV-0.5m),3,1.000000,1.107124,0.984489,0.814711,1.000000,1.000000,1.000000,0.933259,0.908454,0.969298
Lombok,Jiuzhai valley (UAV-0.5m),4,0.999427,0.831834,0.959992,0.890465,0.999992,0.999994,0.999983,0.962324,0.963812,0.967127
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),0,1.000000,5.242341,0.973171,0.732348,1.000000,1.000000,1.000000,0.595252,0.612258,0.467592
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),1,1.000000,7.320037,0.982822,0.726585,1.000000,1.000000,1.000000,0.572448,0.615223,0.473455
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),2,1.000000,4.184685,0.972716,0.759998,1.000000,1.000000,1.000000,0.581409,0.618718,0.472555
