source_region,target_region,image_idx,wav_hf_ratio,fda_hf_ratio,wav_edge_sim,fda_edge_sim,wav_LH_corr,wav_HL_corr,wav_HH_corr,fda_LH_corr,fda_HL_corr,fda_HH_corr
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,1,1.000000,2.313400,0.974969,0.770183,1.000000,1.000000,1.000000,0.601613,0.733124,0.778155
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,2,1.000000,1.944837,0.961237,0.788895,1.000000,1.000000,1.000000,0.637263,0.690756,0.741814
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,3,1.000000,1.292805,0.946827,0.731027,1.000000,1.000000,1.000000,0.723210,0.709072,0.824155
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,4,1.000000,2.305213,0.951254,0.780754,1.000000,1.000000,1.000000,0.682473,0.681035,0.748692
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,0,1.000000,1.027863,0.949084,0.883447,1.000000,1.000000,1.000000,0.910806,0.956393,0.978525
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,1,1.000000,0.845772,0.965069,0.879157,1.000000,1.000000,1.000000,0.901646,0.929705,0.980266
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,2,1.000000,0.934185,0.962056,0.876179,1.000000,1.000000,1.000000,0.893575,0.930848,0.973759
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,3,1.000000,1.103145,0.952146,0.890105,1.000000,1.000000,1.000000,0.906165,0.951196,0.976594
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,4,1.000000,1.090430,0.950253,0.864839,1.000000,1.000000,1.000000,0.884842,0.932226,0.962566
Wenchuan,Hokkaido Iburi-Tobu,0,1.000000,1.992229,0.939798,0.774698,1.000000,1.000000,1.000000,0.710760,0.753584,0.639125
Wenchuan,Hokkaido Iburi-Tobu,1,1.000000,5.492104,0.843847,0.635805,1.000000,1.000000,1.000000,0.576812,0.592825,0.417589
Wenchuan,Hokkaido Iburi-Tobu,2,1.000000,4.988916,0.894834,0.741786,1.000000,1.000000,1.000000,0.647784,0.648885,0.486731
Wenchuan,Hokkaido Iburi-Tobu,3,1.000000,2.478472,0.895615,0.714126,1.000000,1.000000,1.000000,0.744362,0.750792,0.654166
Wenchuan,Hokkaido Iburi-Tobu,4,1.000000,1.625529,0.936084,0.822603,1.000000,1.000000,1.000000,0.812849,0.796462,0.707789
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),0,0.999793,0.739240,0.952875,0.773513,0.999998,0.999997,0.999994,0.915807,0.907088,0.956783
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),1,0.998020,0.565555,0.985225,0.820808,0.999973,0.999951,0.999890,0.827477,0.811703,0.840650
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),2,0.996421,0.561018,0.967882,0.751054,0.999954,0.999940,0.999817,0.850616,0.852116,0.919044
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),3,0.999771,0.732268,0.954912,0.802773,0.999998,0.999996,0.999993,0.919655,0.905863,0.960840
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),4,0.999653,0.742999,0.955967,0.810144,0.999996,0.999994,0.999986,0.925714,0.921643,0.960786
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),0,0.999689,0.806955,0.946906,0.773277,0.999993,0.999994,0.999984,0.903629,0.907015,0.975003
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.840040,0.931649,0.776698,1.000000,1.000000,1.000000,0.896928,0.895473,0.967463
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),2,0.999998,0.755247,0.948193,0.800823,1.000000,1.000000,1.000000,0.889723,0.881967,0.969979
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),3,1.000000,0.742262,0.953947,0.834698,1.000000,1.000000,1.000000,0.892748,0.884469,0.966296
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),4,1.000000,1.056914,0.980226,0.910244,1.000000,1.000000,1.000000,0.862103,0.889682,0.970657
Lombok,Jiuzhai valley (UAV-0.2m),0,1.000000,0.953344,0.946422,0.873330,1.000000,1.000000,1.000000,0.932957,0.913320,0.971394
Lombok,Jiuzhai valley (UAV-0.2m),1,1.000000,0.802628,0.958342,0.868027,1.000000,1.000000,1.000000,0.931008,0.932929,0.971861
Lombok,Jiuzhai valley (UAV-0.2m),2,0.999797,0.737132,0.969666,0.868402,0.999998,0.999999,0.999995,0.920458,0.918098,0.964462
Lombok,Jiuzhai valley (UAV-0.2m),3,1.000000,0.937475,0.984078,0.820552,1.000000,1.000000,1.000000,0.912503,0.877224,0.958962
Lombok,Jiuzhai valley (UAV-0.2m),4,0.999803,0.763334,0.960254,0.816956,0.999998,0.999998,0.999995,0.930122,0.934142,0.964790
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),0,1.000000,4.461432,0.973119,0.775946,1.000000,1.000000,1.000000,0.611489,0.624953,0.485802
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),1,1.000000,6.396671,0.983276,0.781846,1.000000,1.000000,1.000000,0.592115,0.621931,0.482354
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,3.592403,0.972966,0.807948,1.000000,1.000000,1.000000,0.604562,0.639965,0.481288
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),3,1.000000,3.740438,0.975648,0.743092,1.000000,1.000000,1.000000,0.604447,0.625639,0.487857
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),4,1.000000,2.929146,0.968270,0.760348,1.000000,1.000000,1.000000,0.607980,0.642948,0.489196
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),0,0.999999,0.834783,0.968674,0.869072,1.000000,1.000000,1.000000,0.933810,0.934047,0.979693
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),1,1.000000,0.995091,0.982610,0.840235,1.000000,1.000000,1.000000,0.938002,0.928647,0.986919
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),2,1.000000,1.002119,0.975016,0.869590,1.000000,1.000000,1.000000,0.938412,0.930750,0.990572
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),3,1.000000,0.987294,0.976199,0.845749,1.000000,1.000000,1.000000,0.942544,0.932446,0.988327
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),4,1.000000,1.023787,0.977794,0.856050,1.000000,1.000000,1.000000,0.931339,0.923472,0.992210
Mengdong Township,Jiuzhai valley (UAV-0.2m),0,0.999933,0.414572,0.966412,0.752033,0.999999,1.000000,0.999995,0.818533,0.809059,0.832134
Mengdong Township,Jiuzhai valley (UAV-0.2m),1,0.999993,0.457683,0.968695,0.791737,1.000000,1.000000,1.000000,0.830276,0.820910,0.868818
Mengdong Township,Jiuzhai valley (UAV-0.2m),2,0.999968,0.425707,0.964091,0.756425,1.000000,1.000000,0.999997,0.825950,0.811072,0.872322
Mengdong Township,Jiuzhai valley (UAV-0.2m),3,0.999923,0.459477,0.972569,0.762950,0.999999,1.000000,0.999995,0.798307,0.801372,0.800800
Mengdong Township,Jiuzhai valley (UAV-0.2m),4,1.000000,0.513650,0.977262,0.839417,1.000000,1.000000,1.000000,0.842047,0.846832,0.863688
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),0,0.999907,0.822965,0.968031,0.877106,0.999999,0.999999,0.999998,0.947378,0.935049,0.989412
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),1,0.999969,0.879371,0.945967,0.846670,1.000000,1.000000,1.000000,0.960198,0.958566,0.988763
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.824419,0.971448,0.786566,1.000000,1.000000,1.000000,0.941046,0.934744,0.967423
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),3,0.999996,0.906393,0.957216,0.893997,1.000000,1.000000,1.000000,0.967502,0.965406,0.993751
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.941258,0.952693,0.911397,1.000000,1.000000,1.000000,0.948049,0.950487,0.988602
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.999652,0.908246,0.948411,0.862669,0.999993,0.999993,0.999992,0.967317,0.967421,0.990181
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.991066,0.802312,0.977789,0.868811,0.999787,0.999814,0.999694,0.923730,0.912481,0.987041
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),2,0.996578,0.897406,0.971032,0.885546,0.999924,0.999928,0.999898,0.964138,0.938908,0.993994
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.998278,0.871008,0.960109,0.836035,0.999955,0.999959,0.999949,0.965029,0.945159,0.992475
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),4,0.990135,0.858499,0.976029,0.869502,0.999753,0.999710,0.999703,0.955342,0.918476,0.989379
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),0,0.999985,0.645565,0.969384,0.842435,1.000000,1.000000,0.999999,0.888078,0.876939,0.954990
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),1,0.999987,0.613768,0.960190,0.770973,1.000000,1.000000,1.000000,0.864726,0.873821,0.957805
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,0.842185,0.976845,0.921157,1.000000,1.000000,1.000000,0.923422,0.927766,0.974080
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),3,0.999984,0.636222,0.959135,0.821661,1.000000,1.000000,1.000000,0.890015,0.901857,0.955198
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),4,0.999928,0.700485,0.981340,0.827356,0.999999,0.999999,0.999998,0.885082,0.893793,0.921971
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),0,1.000000,1.068281,0.951205,0.868968,1.000000,1.000000,1.000000,0.881553,0.902981,0.960556
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.713213,0.969974,0.896320,1.000000,1.000000,1.000000,0.905037,0.904474,0.961935
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),2,0.979649,0.847645,0.970725,0.893215,0.999297,0.999435,0.998561,0.903220,0.921537,0.981373
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),3,0.916794,0.872880,0.975151,0.817312,0.997383,0.997843,0.996308,0.848492,0.844221,0.975287
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.893181,0.974178,0.898507,1.000000,1.000000,1.000000,0.895822,0.903563,0.962820
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.977183,0.697697,0.983010,0.870008,0.999571,0.999458,0.999226,0.867170,0.870186,0.966479
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.948911,0.763435,0.980157,0.850719,0.998640,0.998708,0.997682,0.882905,0.850814,0.975435
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.820913,0.971072,0.885567,1.000000,1.000000,1.000000,0.922986,0.918910,0.968147
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.999994,0.646358,0.975372,0.869275,1.000000,1.000000,1.000000,0.888980,0.896709,0.965118
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.742055,0.963359,0.869608,1.000000,1.000000,1.000000,0.921559,0.906152,0.972816
palu,Jiuzhai valley (UAV-0.2m),0,0.999910,0.799413,0.966335,0.890469,0.999999,0.999999,0.999996,0.931002,0.946401,0.975418
palu,Jiuzhai valley (UAV-0.2m),1,1.000000,0.805286,0.974611,0.864134,1.000000,1.000000,1.000000,0.900253,0.914391,0.948081
palu,Jiuzhai valley (UAV-0.2m),2,0.999921,0.751541,0.942255,0.773499,0.999999,0.999999,0.999997,0.920027,0.918125,0.963416
palu,Jiuzhai valley (UAV-0.2m),3,0.999996,0.756590,0.945995,0.774528,1.000000,1.000000,1.000000,0.918185,0.921035,0.965359
palu,Jiuzhai valley (UAV-0.2m),4,0.999982,0.747948,0.954588,0.828130,1.000000,1.000000,1.000000,0.919412,0.922356,0.961526
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),0,1.000000,0.627938,0.968179,0.846301,1.000000,1.000000,1.000000,0.818966,0.826101,0.888413
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),1,1.000000,1.014811,0.987257,0.823200,1.000000,1.000000,1.000000,0.565356,0.846889,0.918790
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),2,1.000000,0.700826,0.979427,0.882959,1.000000,1.000000,1.000000,0.740108,0.832940,0.907101
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),3,1.000000,0.494543,0.971867,0.808766,1.000000,1.000000,1.000000,0.833427,0.821605,0.943089
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),4,1.000000,0.781882,0.973828,0.874685,1.000000,1.000000,1.000000,0.813424,0.808354,0.896841
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),0,0.999965,0.698299,0.960197,0.854900,1.000000,1.000000,0.999999,0.890950,0.933059,0.958172
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),1,0.999726,0.621031,0.971129,0.851290,0.999994,0.999997,0.999980,0.870818,0.899536,0.954566
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),2,0.999895,0.646103,0.970255,0.875062,0.999998,0.999999,0.999992,0.889852,0.913270,0.962829
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),3,0.999977,0.737871,0.964811,0.881545,1.000000,1.000000,1.000000,0.903706,0.935877,0.966962
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),4,0.999993,0.674107,0.963316,0.870501,1.000000,1.000000,1.000000,0.890177,0.924989,0.960897
Wenchuan,Jiuzhai valley (UAV-0.2m),0,1.000000,0.717586,0.966492,0.879902,1.000000,1.000000,1.000000,0.838910,0.857983,0.821645
Wenchuan,Jiuzhai valley (UAV-0.2m),1,1.000000,1.792831,0.912526,0.767159,1.000000,1.000000,1.000000,0.743682,0.776103,0.626073
Wenchuan,Jiuzhai valley (UAV-0.2m),2,1.000000,1.643534,0.940834,0.859784,1.000000,1.000000,1.000000,0.806037,0.820583,0.699730
Wenchuan,Jiuzhai valley (UAV-0.2m),3,1.000000,0.862427,0.941090,0.746061,1.000000,1.000000,1.000000,0.819477,0.826319,0.800096
Wenchuan,Jiuzhai valley (UAV-0.2m),4,1.000000,0.652210,0.962878,0.872972,1.000000,1.000000,1.000000,0.873152,0.868382,0.855618
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),0,0.999573,0.774910,0.953134,0.821053,0.999996,0.999993,0.999985,0.934010,0.925214,0.961697
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),1,0.996788,0.644931,0.985237,0.809560,0.999955,0.999918,0.999819,0.844145,0.813581,0.849595
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),2,0.994732,0.576966,0.967998,0.792678,0.999929,0.999907,0.999714,0.874565,0.879123,0.925294
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),3,0.999609,0.773443,0.955112,0.849082,0.999996,0.999992,0.999985,0.937808,0.925720,0.966687
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),4,0.999392,0.778231,0.956089,0.846718,0.999992,0.999987,0.999970,0.941918,0.938173,0.965945
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),0,0.999990,0.848922,0.961455,0.887605,1.000000,1.000000,1.000000,0.924402,0.931145,0.976037
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),1,1.000000,1.104271,0.979163,0.853638,1.000000,1.000000,1.000000,0.879376,0.891843,0.949734
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),2,1.000000,0.610731,0.977379,0.895490,1.000000,1.000000,1.000000,0.893869,0.882374,0.952178
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),3,1.000000,1.560146,0.933551,0.831733,1.000000,1.000000,1.000000,0.871535,0.865477,0.913175
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),4,1.000000,1.237809,0.943385,0.844347,1.000000,1.000000,1.000000,0.891924,0.888969,0.929221
Lombok,Jiuzhai valley (UAV-0.5m),0,1.000000,1.197926,0.948028,0.858102,1.000000,1.000000,1.000000,0.928548,0.898165,0.966741
Lombok,Jiuzhai valley (UAV-0.5m),1,0.999998,0.901374,0.959509,0.902586,1.000000,1.000000,1.000000,0.946718,0.946552,0.979408
Lombok,Jiuzhai valley (UAV-0.5m),2,0.999277,0.788055,0.969798,0.892594,0.999990,0.999993,0.999974,0.937246,0.936745,0.967723
Lombok,Jiuzhai valley (UAV-0.5m),3,1.000000,1.131179,0.984489,0.794776,1.000000,1.000000,1.000000,0.915759,0.881112,0.960050
Lombok,Jiuzhai valley (UAV-0.5m),4,0.999427,0.782205,0.959992,0.850848,0.999992,0.999994,0.999983,0.944408,0.947452,0.965224
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),0,1.000000,7.171465,0.973171,0.700841,1.000000,1.000000,1.000000,0.550159,0.567467,0.385012
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),1,1.000000,10.501174,0.982822,0.682373,1.000000,1.000000,1.000000,0.524389,0.565768,0.383884
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),2,1.000000,5.838322,0.972716,0.720848,1.000000,1.000000,1.000000,0.530355,0.565033,0.372946
