source_region,target_region,image_idx,wav_hf_ratio,fda_hf_ratio,wav_edge_sim,fda_edge_sim,wav_LH_corr,wav_HL_corr,wav_HH_corr,fda_LH_corr,fda_HL_corr,fda_HH_corr
Longxi River (SAT),Hokkaido Iburi-Tobu,4,1.000000,2.570155,0.945192,0.888228,1.000000,1.000000,1.000000,0.736368,0.754268,0.766801
Longxi River (UAV),Hokkaido Iburi-Tobu,0,1.000000,1.012296,0.956412,0.947549,1.000000,1.000000,1.000000,0.971971,0.975439,0.999185
Longxi River (UAV),Hokkaido Iburi-Tobu,1,1.000000,1.118583,0.978025,0.931212,1.000000,1.000000,1.000000,0.960192,0.968797,0.998616
Longxi River (UAV),Hokkaido Iburi-Tobu,2,1.000000,1.116189,0.967124,0.944785,1.000000,1.000000,1.000000,0.960627,0.968239,0.998265
Longxi River (UAV),Hokkaido Iburi-Tobu,3,1.000000,1.107029,0.967817,0.938602,1.000000,1.000000,1.000000,0.961750,0.967131,0.998514
Longxi River (UAV),Hokkaido Iburi-Tobu,4,1.000000,1.140762,0.971122,0.934414,1.000000,1.000000,1.000000,0.955628,0.965905,0.998377
Mengdong Township,Hokkaido Iburi-Tobu,0,1.000000,0.893343,0.958359,0.951162,1.000000,1.000000,1.000000,0.958024,0.974277,0.992734
Mengdong Township,Hokkaido Iburi-Tobu,1,1.000000,0.905001,0.960374,0.946974,1.000000,1.000000,1.000000,0.948631,0.971574,0.991057
Mengdong Township,Hokkaido Iburi-Tobu,2,1.000000,0.889793,0.956356,0.945258,1.000000,1.000000,1.000000,0.948432,0.972635,0.990892
Mengdong Township,Hokkaido Iburi-Tobu,3,1.000000,0.981989,0.965553,0.976019,1.000000,1.000000,1.000000,0.965618,0.987166,0.994105
Mengdong Township,Hokkaido Iburi-Tobu,4,1.000000,0.940203,0.969751,0.951651,1.000000,1.000000,1.000000,0.940151,0.973743,0.992266
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,0,0.999938,0.957915,0.962935,0.952455,1.000000,1.000000,0.999999,0.987362,0.977105,0.999456
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,1,1.000000,0.991546,0.933656,0.956811,1.000000,1.000000,1.000000,0.992683,0.993849,0.999081
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,2,1.000000,0.991444,0.970712,0.944983,1.000000,1.000000,1.000000,0.991305,0.990375,0.997382
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,3,1.000000,1.001288,0.946760,0.951276,1.000000,1.000000,1.000000,0.992167,0.991358,0.999679
Moxi town (UAV-0.2m),Hokkaido Iburi-Tobu,4,1.000000,1.073416,0.929153,0.922179,1.000000,1.000000,1.000000,0.964792,0.977618,0.998312
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,0,0.999891,0.991100,0.934010,0.925391,0.999999,0.999999,0.999998,0.989106,0.991559,0.996758
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,1,0.994712,0.954141,0.974780,0.937579,0.999919,0.999933,0.999872,0.976414,0.964842,0.999004
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,2,0.997086,0.990529,0.962537,0.925378,0.999955,0.999961,0.999940,0.984700,0.971133,0.998786
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,3,0.998556,0.979922,0.955637,0.950474,0.999974,0.999978,0.999970,0.993196,0.987480,0.999352
Moxi town (UAV-1m),Hokkaido Iburi-Tobu,4,0.993698,0.978825,0.971321,0.926925,0.999868,0.999898,0.999842,0.985052,0.966645,0.998878
Moxitaidi (SAT),Hokkaido Iburi-Tobu,0,1.000000,0.929571,0.960107,0.943610,1.000000,1.000000,1.000000,0.972086,0.953727,0.998053
Moxitaidi (SAT),Hokkaido Iburi-Tobu,1,1.000000,0.905283,0.952974,0.916779,1.000000,1.000000,1.000000,0.972573,0.961801,0.998022
Moxitaidi (SAT),Hokkaido Iburi-Tobu,2,1.000000,1.047607,0.966257,0.952491,1.000000,1.000000,1.000000,0.961473,0.968318,0.997674
Moxitaidi (SAT),Hokkaido Iburi-Tobu,3,1.000000,0.914164,0.947266,0.930692,1.000000,1.000000,1.000000,0.970903,0.973562,0.997777
Moxitaidi (SAT),Hokkaido Iburi-Tobu,4,1.000000,0.996732,0.975077,0.949850,1.000000,1.000000,1.000000,0.960511,0.969758,0.995252
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,0,1.000000,1.269936,0.920153,0.910779,1.000000,1.000000,1.000000,0.924870,0.956123,0.991576
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,1,1.000000,1.009834,0.956505,0.943961,1.000000,1.000000,1.000000,0.961770,0.961427,0.996260
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,2,0.979465,1.046712,0.953887,0.919850,0.999602,0.999606,0.999069,0.957240,0.966178,0.996524
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,3,0.923931,1.036843,0.957416,0.836540,0.998662,0.998929,0.998591,0.897454,0.910078,0.994278
Moxitaidi (UAV-0.6m),Hokkaido Iburi-Tobu,4,1.000000,1.124986,0.960156,0.943871,1.000000,1.000000,1.000000,0.936565,0.956662,0.992728
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,0,0.956975,0.924471,0.977152,0.914746,0.999295,0.999341,0.998941,0.946845,0.940422,0.996895
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,1,0.951862,0.968459,0.970906,0.890707,0.999042,0.999340,0.998649,0.937430,0.925354,0.996772
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,2,1.000000,1.053275,0.959361,0.956540,1.000000,1.000000,1.000000,0.966425,0.975326,0.997154
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,3,1.000000,0.898975,0.970507,0.949612,1.000000,1.000000,1.000000,0.969618,0.967553,0.997984
Moxitaidi (UAV-1m),Hokkaido Iburi-Tobu,4,1.000000,0.978708,0.949827,0.924342,1.000000,1.000000,1.000000,0.968857,0.961931,0.997784
palu,Hokkaido Iburi-Tobu,0,0.999983,0.993799,0.958053,0.954017,1.000000,1.000000,1.000000,0.977166,0.986494,0.999123
palu,Hokkaido Iburi-Tobu,1,1.000000,1.039865,0.965437,0.930979,1.000000,1.000000,1.000000,0.952219,0.964000,0.997823
palu,Hokkaido Iburi-Tobu,2,1.000000,0.999685,0.926384,0.933369,1.000000,1.000000,1.000000,0.989273,0.987975,0.997736
palu,Hokkaido Iburi-Tobu,3,1.000000,0.996812,0.931408,0.934230,1.000000,1.000000,1.000000,0.989690,0.987859,0.997090
palu,Hokkaido Iburi-Tobu,4,1.000000,0.990309,0.941679,0.953205,1.000000,1.000000,1.000000,0.987460,0.986502,0.997260
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,0,1.000000,0.801997,0.942713,0.884868,1.000000,1.000000,1.000000,0.901906,0.902483,0.983939
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,1,1.000000,0.986555,0.974969,0.869051,1.000000,1.000000,1.000000,0.715327,0.883430,0.979705
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,2,1.000000,0.739171,0.961237,0.874886,1.000000,1.000000,1.000000,0.797408,0.858652,0.973094
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,3,1.000000,0.634389,0.946827,0.786394,1.000000,1.000000,1.000000,0.879988,0.835698,0.981697
Tiburon Peninsula (planet),Hokkaido Iburi-Tobu,4,1.000000,0.827159,0.951254,0.869165,1.000000,1.000000,1.000000,0.853333,0.842700,0.975035
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,0,1.000000,0.945914,0.949084,0.948827,1.000000,1.000000,1.000000,0.968363,0.986298,0.998476
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,1,1.000000,0.887126,0.965069,0.938453,1.000000,1.000000,1.000000,0.957603,0.968748,0.997389
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,2,1.000000,0.896732,0.962056,0.942733,1.000000,1.000000,1.000000,0.960736,0.969904,0.997396
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,3,1.000000,0.962834,0.952146,0.949036,1.000000,1.000000,1.000000,0.970132,0.983611,0.998416
Tiburon Peninsula (Sentinel),Hokkaido Iburi-Tobu,4,1.000000,0.923914,0.950253,0.939100,1.000000,1.000000,1.000000,0.960769,0.973826,0.997300
Wenchuan,Hokkaido Iburi-Tobu,0,1.000000,0.857086,0.939798,0.888958,1.000000,1.000000,1.000000,0.902560,0.913116,0.948665
Wenchuan,Hokkaido Iburi-Tobu,1,1.000000,1.464346,0.843847,0.701814,1.000000,1.000000,1.000000,0.747794,0.817983,0.752020
Wenchuan,Hokkaido Iburi-Tobu,2,1.000000,1.395487,0.894834,0.855145,1.000000,1.000000,1.000000,0.856385,0.863794,0.844919
Wenchuan,Hokkaido Iburi-Tobu,3,1.000000,1.016087,0.895615,0.780467,1.000000,1.000000,1.000000,0.886460,0.895537,0.922063
Wenchuan,Hokkaido Iburi-Tobu,4,1.000000,0.875157,0.936084,0.897420,1.000000,1.000000,1.000000,0.939801,0.930821,0.953950
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),0,0.999793,0.889711,0.952875,0.923346,0.999998,0.999997,0.999994,0.972939,0.965196,0.967412
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),1,0.998020,0.613468,0.985225,0.854712,0.999973,0.999951,0.999890,0.863639,0.860072,0.838195
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),2,0.996421,0.735831,0.967882,0.888807,0.999954,0.999940,0.999817,0.936165,0.942089,0.929882
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),3,0.999771,0.885641,0.954912,0.936158,0.999998,0.999996,0.999993,0.973561,0.964998,0.971961
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.2m),4,0.999653,0.877181,0.955967,0.928073,0.999996,0.999994,0.999986,0.973967,0.970140,0.969356
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),0,0.999689,0.944380,0.946906,0.912493,0.999993,0.999994,0.999984,0.972765,0.974637,0.993017
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.936345,0.931649,0.861788,1.000000,1.000000,1.000000,0.948801,0.947682,0.983098
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),2,0.999998,0.903928,0.948193,0.900916,1.000000,1.000000,1.000000,0.955354,0.949868,0.989054
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),3,1.000000,0.900493,0.953947,0.921362,1.000000,1.000000,1.000000,0.961780,0.954020,0.990165
Jiuzhai valley (UAV-0.5m),Jiuzhai valley (UAV-0.2m),4,1.000000,1.023743,0.980226,0.936937,1.000000,1.000000,1.000000,0.924928,0.938545,0.983122
Lombok,Jiuzhai valley (UAV-0.2m),0,1.000000,1.034636,0.946422,0.938410,1.000000,1.000000,1.000000,0.974910,0.959291,0.989306
Lombok,Jiuzhai valley (UAV-0.2m),1,1.000000,0.957259,0.958342,0.954778,1.000000,1.000000,1.000000,0.979003,0.977896,0.988186
Lombok,Jiuzhai valley (UAV-0.2m),2,0.999797,0.893448,0.969666,0.946346,0.999998,0.999999,0.999995,0.968803,0.973810,0.974182
Lombok,Jiuzhai valley (UAV-0.2m),3,1.000000,1.012411,0.984078,0.854866,1.000000,1.000000,1.000000,0.950123,0.936102,0.972307
Lombok,Jiuzhai valley (UAV-0.2m),4,0.999803,0.861928,0.960254,0.918425,0.999998,0.999998,0.999995,0.972488,0.971848,0.967984
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),0,1.000000,2.543081,0.973119,0.835404,1.000000,1.000000,1.000000,0.725961,0.725165,0.731722
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),1,1.000000,3.373591,0.983276,0.852058,1.000000,1.000000,1.000000,0.722540,0.724027,0.754499
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,2.032449,0.972966,0.872072,1.000000,1.000000,1.000000,0.730387,0.754274,0.748974
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),3,1.000000,2.091796,0.975648,0.814199,1.000000,1.000000,1.000000,0.728481,0.734833,0.738313
Longxi River (SAT),Jiuzhai valley (UAV-0.2m),4,1.000000,1.664278,0.968270,0.818713,1.000000,1.000000,1.000000,0.725655,0.745612,0.747259
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),0,0.999999,0.937847,0.968674,0.915360,1.000000,1.000000,1.000000,0.971688,0.971077,0.985995
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),1,1.000000,1.029965,0.982610,0.874304,1.000000,1.000000,1.000000,0.972802,0.965416,0.991641
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),2,1.000000,1.044908,0.975016,0.911434,1.000000,1.000000,1.000000,0.973508,0.965938,0.995325
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),3,1.000000,1.036768,0.976199,0.885389,1.000000,1.000000,1.000000,0.976185,0.966730,0.993464
Longxi River (UAV),Jiuzhai valley (UAV-0.2m),4,1.000000,1.073845,0.977794,0.903002,1.000000,1.000000,1.000000,0.971967,0.961628,0.997172
Mengdong Township,Jiuzhai valley (UAV-0.2m),0,0.999933,0.734874,0.966412,0.891317,0.999999,1.000000,0.999995,0.909283,0.934452,0.893153
Mengdong Township,Jiuzhai valley (UAV-0.2m),1,0.999993,0.813919,0.968695,0.917966,1.000000,1.000000,1.000000,0.919547,0.953726,0.943830
Mengdong Township,Jiuzhai valley (UAV-0.2m),2,0.999968,0.808444,0.964091,0.924329,1.000000,1.000000,0.999997,0.923184,0.958548,0.944809
Mengdong Township,Jiuzhai valley (UAV-0.2m),3,0.999923,0.748444,0.972569,0.902863,0.999999,1.000000,0.999995,0.915292,0.926033,0.863878
Mengdong Township,Jiuzhai valley (UAV-0.2m),4,1.000000,0.800004,0.977262,0.900737,1.000000,1.000000,1.000000,0.919093,0.948717,0.917731
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),0,0.999907,0.928345,0.968031,0.950889,0.999999,0.999999,0.999998,0.983913,0.976891,0.995481
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),1,0.999969,0.955309,0.945967,0.951547,1.000000,1.000000,1.000000,0.987231,0.986965,0.993103
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.902464,0.971448,0.846778,1.000000,1.000000,1.000000,0.971127,0.967191,0.971413
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),3,0.999996,0.980425,0.957216,0.969160,1.000000,1.000000,1.000000,0.992878,0.991929,0.998230
Moxi town (UAV-0.2m),Jiuzhai valley (UAV-0.2m),4,1.000000,1.005552,0.952693,0.958816,1.000000,1.000000,1.000000,0.977714,0.978902,0.994620
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.999652,0.962557,0.948411,0.942802,0.999993,0.999993,0.999992,0.988362,0.987896,0.993169
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.991066,0.887880,0.977789,0.932064,0.999787,0.999814,0.999694,0.969167,0.964252,0.991242
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),2,0.996578,0.961319,0.971032,0.943276,0.999924,0.999928,0.999898,0.987489,0.976448,0.997165
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.998278,0.949506,0.960109,0.958386,0.999955,0.999959,0.999949,0.991297,0.986576,0.996517
Moxi town (UAV-1m),Jiuzhai valley (UAV-0.2m),4,0.990135,0.928524,0.976029,0.929691,0.999753,0.999710,0.999703,0.982983,0.965919,0.993231
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),0,0.999985,0.849113,0.969384,0.908909,1.000000,1.000000,0.999999,0.953303,0.950295,0.981599
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),1,0.999987,0.823182,0.960190,0.886262,1.000000,1.000000,1.000000,0.948018,0.947614,0.977152
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),2,1.000000,0.944881,0.976845,0.957615,1.000000,1.000000,1.000000,0.965879,0.966754,0.984572
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),3,0.999984,0.849282,0.959135,0.916753,1.000000,1.000000,1.000000,0.952894,0.962468,0.982058
Moxitaidi (SAT),Jiuzhai valley (UAV-0.2m),4,0.999928,0.822229,0.981340,0.857956,0.999999,0.999999,0.999998,0.931160,0.936888,0.938136
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),0,1.000000,1.083745,0.951205,0.920701,1.000000,1.000000,1.000000,0.932461,0.948818,0.980460
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),1,1.000000,0.910721,0.969974,0.944294,1.000000,1.000000,1.000000,0.960113,0.961964,0.988695
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),2,0.979649,0.987356,0.970725,0.959368,0.999297,0.999435,0.998561,0.971495,0.977111,0.997963
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),3,0.916794,0.953205,0.975151,0.888455,0.997383,0.997843,0.996308,0.930251,0.929733,0.995607
Moxitaidi (UAV-0.6m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.993706,0.974178,0.936362,1.000000,1.000000,1.000000,0.954549,0.957877,0.988342
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),0,0.977183,0.824353,0.983010,0.916732,0.999571,0.999458,0.999226,0.944548,0.942567,0.983021
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),1,0.948911,0.880781,0.980157,0.914886,0.998640,0.998708,0.997682,0.950100,0.937469,0.990674
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),2,1.000000,0.971889,0.971072,0.933443,1.000000,1.000000,1.000000,0.970798,0.969536,0.988584
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),3,0.999994,0.864024,0.975372,0.928899,1.000000,1.000000,1.000000,0.960001,0.963181,0.992786
Moxitaidi (UAV-1m),Jiuzhai valley (UAV-0.2m),4,1.000000,0.917007,0.963359,0.939673,1.000000,1.000000,1.000000,0.971841,0.965630,0.991415
palu,Jiuzhai valley (UAV-0.2m),0,0.999910,0.922443,0.966335,0.948713,0.999999,0.999999,0.999996,0.974184,0.981846,0.986775
palu,Jiuzhai valley (UAV-0.2m),1,1.000000,0.867909,0.974611,0.908560,1.000000,1.000000,1.000000,0.943551,0.952550,0.955077
palu,Jiuzhai valley (UAV-0.2m),2,0.999921,0.950954,0.942255,0.939993,0.999999,0.999999,0.999997,0.984118,0.979096,0.987719
palu,Jiuzhai valley (UAV-0.2m),3,0.999996,0.960208,0.945995,0.942842,1.000000,1.000000,1.000000,0.987266,0.983376,0.991928
palu,Jiuzhai valley (UAV-0.2m),4,0.999982,0.922232,0.954588,0.946665,1.000000,1.000000,1.000000,0.977332,0.974302,0.980201
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),0,1.000000,0.631355,0.968179,0.870917,1.000000,1.000000,1.000000,0.868152,0.881056,0.922617
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),1,1.000000,0.792251,0.987257,0.881359,1.000000,1.000000,1.000000,0.716829,0.897943,0.957623
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),2,1.000000,0.599001,0.979427,0.910048,1.000000,1.000000,1.000000,0.825946,0.892450,0.961275
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),3,1.000000,0.542625,0.971867,0.834830,1.000000,1.000000,1.000000,0.879270,0.862234,0.971870
Tiburon Peninsula (planet),Jiuzhai valley (UAV-0.2m),4,1.000000,0.649880,0.973828,0.899939,1.000000,1.000000,1.000000,0.870917,0.873989,0.949635
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),0,0.999965,0.860080,0.960197,0.926989,1.000000,1.000000,0.999999,0.949743,0.969998,0.976328
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),1,0.999726,0.818898,0.971129,0.920674,0.999994,0.999997,0.999980,0.938419,0.959573,0.975020
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),2,0.999895,0.841667,0.970255,0.931152,0.999998,0.999999,0.999992,0.949731,0.966034,0.984685
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),3,0.999977,0.898326,0.964811,0.943256,1.000000,1.000000,1.000000,0.959768,0.974487,0.986054
Tiburon Peninsula (Sentinel),Jiuzhai valley (UAV-0.2m),4,0.999993,0.860971,0.963316,0.929071,1.000000,1.000000,1.000000,0.949778,0.968514,0.985032
Wenchuan,Jiuzhai valley (UAV-0.2m),0,1.000000,0.729563,0.966492,0.920900,1.000000,1.000000,1.000000,0.900052,0.919624,0.947481
Wenchuan,Jiuzhai valley (UAV-0.2m),1,1.000000,1.107802,0.912526,0.802804,1.000000,1.000000,1.000000,0.823042,0.866680,0.856358
Wenchuan,Jiuzhai valley (UAV-0.2m),2,1.000000,1.074011,0.940834,0.906994,1.000000,1.000000,1.000000,0.886412,0.897233,0.907429
Wenchuan,Jiuzhai valley (UAV-0.2m),3,1.000000,0.846703,0.941090,0.805395,1.000000,1.000000,1.000000,0.888169,0.889749,0.916638
Wenchuan,Jiuzhai valley (UAV-0.2m),4,1.000000,0.786381,0.962878,0.926564,1.000000,1.000000,1.000000,0.932056,0.924665,0.953792
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),0,0.999573,0.894646,0.953134,0.929601,0.999996,0.999993,0.999985,0.975072,0.966369,0.966936
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),1,0.996788,0.644897,0.985237,0.849426,0.999955,0.999918,0.999819,0.877621,0.862696,0.852955
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),2,0.994732,0.722492,0.967998,0.891783,0.999929,0.999907,0.999714,0.937036,0.942251,0.923591
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),3,0.999609,0.892187,0.955112,0.943346,0.999996,0.999992,0.999985,0.976211,0.966822,0.971766
Hokkaido Iburi-Tobu,Jiuzhai valley (UAV-0.5m),4,0.999392,0.882272,0.956089,0.929202,0.999992,0.999987,0.999970,0.976032,0.971271,0.969404
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),0,0.999990,0.912308,0.961455,0.938767,1.000000,1.000000,1.000000,0.964849,0.969607,0.994812
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),1,1.000000,0.968662,0.979163,0.898916,1.000000,1.000000,1.000000,0.935129,0.945933,0.982368
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),2,1.000000,0.852003,0.977379,0.936386,1.000000,1.000000,1.000000,0.957174,0.955097,0.987418
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),3,1.000000,1.072225,0.933551,0.872503,1.000000,1.000000,1.000000,0.929736,0.926472,0.983830
Jiuzhai valley (UAV-0.2m),Jiuzhai valley (UAV-0.5m),4,1.000000,0.974729,0.943385,0.892999,1.000000,1.000000,1.000000,0.946203,0.941926,0.980336
Lombok,Jiuzhai valley (UAV-0.5m),0,1.000000,1.084842,0.948028,0.920685,1.000000,1.000000,1.000000,0.967985,0.946233,0.988023
Lombok,Jiuzhai valley (UAV-0.5m),1,0.999998,0.981216,0.959509,0.962324,1.000000,1.000000,1.000000,0.980883,0.979399,0.989760
Lombok,Jiuzhai valley (UAV-0.5m),2,0.999277,0.894565,0.969798,0.946045,0.999990,0.999993,0.999974,0.969180,0.974716,0.971096
Lombok,Jiuzhai valley (UAV-0.5m),3,1.000000,1.058163,0.984489,0.839699,1.000000,1.000000,1.000000,0.949126,0.932549,0.974726
Lombok,Jiuzhai valley (UAV-0.5m),4,0.999427,0.855692,0.959992,0.919958,0.999992,0.999994,0.999983,0.972607,0.972339,0.964972
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),0,1.000000,3.198391,0.973171,0.806532,1.000000,1.000000,1.000000,0.704875,0.708705,0.667432
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),1,1.000000,4.253196,0.982822,0.811669,1.000000,1.000000,1.000000,0.699691,0.710671,0.688204
Longxi River (SAT),Jiuzhai valley (UAV-0.5m),2,1.000000,2.552355,0.972716,0.839216,1.000000,1.000000,1.000000,0.699508,0.724272,0.688906
