source_region,target_region,precision,recall,f1,iou,miou,oa
Moxi town (UAV-0.2m),Moxitaidi (UAV-1m),0.4599,0.3379,0.3896,0.2419,0.5797,0.9196
Moxi town (UAV-1m),Moxitaidi (UAV-1m),0.3740,0.3587,0.3662,0.2241,0.5636,0.9057
Moxitaidi (SAT),Moxitaidi (UAV-1m),0.1775,0.7333,0.2858,0.1667,0.4360,0.7218
Moxitaidi (UAV-0.6m),Moxitaidi (UAV-1m),0.6955,0.2872,0.4065,0.2551,0.5950,0.9363
palu,Moxitaidi (UAV-1m),0.1363,0.0131,0.0239,0.0121,0.4654,0.9188
Tiburon Peninsula (planet),Moxitaidi (UAV-1m),0.1826,0.5613,0.2756,0.1598,0.4629,0.7760
Tiburon Peninsula (Sentinel),Moxitaidi (UAV-1m),0.0330,0.0275,0.0300,0.0152,0.4400,0.8650
Wenchuan,Moxitaidi (UAV-1m),0.2345,0.2210,0.2275,0.1284,0.5062,0.8861
Hokkaido Iburi-Tobu,palu,0.0847,0.3282,0.1347,0.0722,0.5123,0.9525
Jiuzhai valley (UAV-0.2m),palu,0.0279,0.0787,0.0412,0.0210,0.4899,0.9587
Jiuzhai valley (UAV-0.5m),palu,0.0063,0.0342,0.0107,0.0054,0.4670,0.9286
Lombok,palu,0.1121,0.2611,0.1568,0.0851,0.5267,0.9684
Longxi River (SAT),palu,0.0131,0.0733,0.0222,0.0112,0.4692,0.9273
Longxi River (UAV),palu,0.0282,0.3085,0.0517,0.0265,0.4493,0.8726
Mengdong Township,palu,0.0241,0.1115,0.0397,0.0202,0.4797,0.9392
Moxi town (UAV-0.2m),palu,0.0270,0.0513,0.0354,0.0180,0.4932,0.9685
Moxi town (UAV-1m),palu,0.0277,0.0479,0.0351,0.0179,0.4941,0.9704
Moxitaidi (SAT),palu,0.0313,0.3488,0.0574,0.0296,0.4501,0.8711
Moxitaidi (UAV-0.6m),palu,0.0126,0.0293,0.0176,0.0089,0.4860,0.9631
Moxitaidi (UAV-1m),palu,0.0155,0.0543,0.0241,0.0122,0.4814,0.9505
Tiburon Peninsula (planet),palu,0.0763,0.2910,0.1209,0.0643,0.5082,0.9523
Tiburon Peninsula (Sentinel),palu,0.2262,0.1278,0.1633,0.0889,0.5371,0.9853
Wenchuan,palu,0.0638,0.1565,0.0906,0.0475,0.5060,0.9646
Hokkaido Iburi-Tobu,Tiburon Peninsula (planet),0.6659,0.6112,0.6374,0.4678,0.7090,0.9523
Jiuzhai valley (UAV-0.2m),Tiburon Peninsula (planet),0.5385,0.1334,0.2138,0.1197,0.5259,0.9327
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (planet),0.6310,0.2289,0.3359,0.2019,0.5694,0.9379
Lombok,Tiburon Peninsula (planet),0.4143,0.0418,0.0760,0.0395,0.4847,0.9302
Longxi River (SAT),Tiburon Peninsula (planet),0.1853,0.2949,0.2276,0.1284,0.4941,0.8626
Longxi River (UAV),Tiburon Peninsula (planet),0.0965,0.9588,0.1754,0.0961,0.2171,0.3815
Mengdong Township,Tiburon Peninsula (planet),0.3040,0.4714,0.3697,0.2267,0.5564,0.8897
Moxi town (UAV-0.2m),Tiburon Peninsula (planet),0.4477,0.5416,0.4902,0.3247,0.6222,0.9227
Moxi town (UAV-1m),Tiburon Peninsula (planet),0.4019,0.7256,0.5173,0.3489,0.6256,0.9071
Moxitaidi (SAT),Tiburon Peninsula (planet),0.0978,0.9435,0.1773,0.0972,0.2273,0.3990
Moxitaidi (UAV-0.6m),Tiburon Peninsula (planet),0.2909,0.7658,0.4217,0.2672,0.5575,0.8559
Moxitaidi (UAV-1m),Tiburon Peninsula (planet),0.5186,0.5660,0.5413,0.3711,0.6513,0.9342
palu,Tiburon Peninsula (planet),0.3176,0.1102,0.1636,0.0891,0.5056,0.9227
Tiburon Peninsula (Sentinel),Tiburon Peninsula (planet),0.6352,0.5476,0.5881,0.4166,0.6809,0.9474
Wenchuan,Tiburon Peninsula (planet),0.2611,0.8114,0.3951,0.2462,0.5328,0.8295
Hokkaido Iburi-Tobu,Tiburon Peninsula (Sentinel),0.1769,0.6079,0.2741,0.1588,0.5209,0.8855
Jiuzhai valley (UAV-0.2m),Tiburon Peninsula (Sentinel),0.2037,0.1227,0.1531,0.0829,0.5172,0.9518
Jiuzhai valley (UAV-0.5m),Tiburon Peninsula (Sentinel),0.3022,0.2560,0.2772,0.1609,0.5565,0.9525
Lombok,Tiburon Peninsula (Sentinel),0.3884,0.1835,0.2492,0.1424,0.5514,0.9607
Longxi River (SAT),Tiburon Peninsula (Sentinel),0.1070,0.0284,0.0448,0.0229,0.4900,0.9571
Longxi River (UAV),Tiburon Peninsula (Sentinel),0.0987,0.7535,0.1746,0.0956,0.4177,0.7467
Mengdong Township,Tiburon Peninsula (Sentinel),0.2209,0.0674,0.1033,0.0545,0.5064,0.9584
Moxi town (UAV-0.2m),Tiburon Peninsula (Sentinel),0.2050,0.0244,0.0436,0.0223,0.4921,0.9620
Moxi town (UAV-1m),Tiburon Peninsula (Sentinel),0.2685,0.1526,0.1946,0.1078,0.5313,0.9551
Moxitaidi (SAT),Tiburon Peninsula (Sentinel),0.1245,0.0910,0.1051,0.0555,0.5001,0.9449
Moxitaidi (UAV-0.6m),Tiburon Peninsula (Sentinel),0.0833,0.0099,0.0176,0.0089,0.4849,0.9609
Moxitaidi (UAV-1m),Tiburon Peninsula (Sentinel),0.0985,0.0490,0.0655,0.0338,0.4920,0.9502
palu,Tiburon Peninsula (Sentinel),0.1902,0.1647,0.1766,0.0968,0.5209,0.9454
Tiburon Peninsula (planet),Tiburon Peninsula (Sentinel),0.1899,0.3920,0.2558,0.1467,0.5322,0.9189
Wenchuan,Tiburon Peninsula (Sentinel),0.2770,0.3369,0.3040,0.1793,0.5619,0.9452
Hokkaido Iburi-Tobu,Wenchuan,0.3808,0.5991,0.4657,0.3035,0.6196,0.9375
Jiuzhai valley (UAV-0.2m),Wenchuan,0.4660,0.2021,0.2820,0.1641,0.5585,0.9532
Jiuzhai valley (UAV-0.5m),Wenchuan,0.4826,0.3116,0.3787,0.2336,0.5932,0.9535
Lombok,Wenchuan,0.4243,0.2816,0.3385,0.2038,0.5765,0.9500
Longxi River (SAT),Wenchuan,0.2575,0.0969,0.1408,0.0757,0.5109,0.9463
Longxi River (UAV),Wenchuan,0.1163,0.9279,0.2066,0.1152,0.3886,0.6762
Mengdong Township,Wenchuan,0.4942,0.4297,0.4597,0.2985,0.6258,0.9541
Moxi town (UAV-0.2m),Wenchuan,0.4735,0.2983,0.3660,0.2240,0.5882,0.9530
Moxi town (UAV-1m),Wenchuan,0.4446,0.2518,0.3215,0.1916,0.5714,0.9517
Moxitaidi (SAT),Wenchuan,0.1397,0.8400,0.2395,0.1361,0.4421,0.7577
Moxitaidi (UAV-0.6m),Wenchuan,0.4126,0.3854,0.3986,0.2489,0.5975,0.9471
Moxitaidi (UAV-1m),Wenchuan,0.3603,0.5891,0.4472,0.2880,0.6100,0.9338
palu,Wenchuan,0.4450,0.1787,0.2550,0.1462,0.5492,0.9526
Tiburon Peninsula (planet),Wenchuan,0.5184,0.5137,0.5160,0.3477,0.6514,0.9562
Tiburon Peninsula (Sentinel),Wenchuan,0.4336,0.4755,0.4536,0.2933,0.6200,0.9479
